@relation gene-weka.filters.unsupervised.attribute.Remove-R4

@attribute gene_id string
@attribute cond_id string
@attribute level {0,1}

@data
YLL034C,'2.5mM DTT 090 min dtt-1',0
YLL034C,'2.5mM DTT 180 min dtt-1',0
YLL034C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YLL034C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLL034C,'Heat Shock 015 minutes hs-2',0
YLL034C,'Heat Shock 05 minutes hs-1',0
YLL034C,'Heat Shock 15 minutes hs-1',0
YLL034C,'Heat Shock 20 minutes hs-1',0
YLL034C,'Heat Shock 30 minutes hs-1',0
YLL034C,'Heat Shock 40 minutes hs-1',0
YLL034C,'Nitrogen Depletion 1 d',0
YLL034C,'Nitrogen Depletion 12 h',0
YLL034C,'Nitrogen Depletion 2 d',0
YLL034C,'Nitrogen Depletion 3 d',0
YLL034C,'Nitrogen Depletion 30 min.',0
YLL034C,'Nitrogen Depletion 5 d',0
YLL034C,'Nitrogen Depletion 8 h',0
YLL034C,'YP raffinose vs reference pool car-2',0
YLL034C,'YPD 1 d ypd-2',0
YLL034C,'YPD 10 h ypd-2',0
YLL034C,'YPD 12 h ypd-2',0
YLL034C,'YPD 2 d ypd-2',0
YLL034C,'YPD 3 d ypd-2',0
YLL034C,'YPD 5 d ypd-2',0
YLL034C,'YPD 6 h ypd-2',0
YLL034C,'YPD 8 h ypd-2',0
YLL034C,'YPD stationary phase 1 d ypd-1',0
YLL034C,'YPD stationary phase 12 h ypd-1',0
YLL034C,'YPD stationary phase 2 d ypd-1',0
YLL034C,'YPD stationary phase 22 d ypd-1',0
YLL034C,'YPD stationary phase 3 d ypd-1',0
YLL034C,'YPD stationary phase 7 d ypd-1',0
YLL034C,'aa starv 0.5 h',0
YLL034C,'constant 0.32 mM H2O2 (10 min) redo',0
YLL034C,'constant 0.32 mM H2O2 (20 min) redo',0
YLL034C,'constant 0.32 mM H2O2 (30 min) redo',0
YLL034C,'dtt 120 min dtt-2',0
YLL034C,'glucose vs. reference pool car-1',1
YLL034C,'heat shock 17 to 37, 20 minutes',0
YLL034C,'heat shock 21 to 37, 20 minutes',0
YLL034C,'heat shock 25 to 37, 20 minutes',0
YLL034C,'heat shock 29 to 37, 20 minutes',0
YLL034C,'heat shock 33 to 37, 20 minutes',0
YLL035W,'1.5 mM diamide (10 min)',0
YLL035W,'1.5 mM diamide (20 min)',0
YLL035W,'1.5 mM diamide (30 min)',0
YLL035W,'2.5mM DTT 030 min dtt-1',0
YLL035W,'2.5mM DTT 120 min dtt-1',0
YLL035W,'DBY7286 + 0.3 mM H2O2 (20 min)',0
YLL035W,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YLL035W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLL035W,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YLL035W,'Heat Shock 015 minutes hs-2',0
YLL035W,'Heat Shock 10 minutes hs-1',0
YLL035W,'Heat Shock 15 minutes hs-1',0
YLL035W,'Heat Shock 20 minutes hs-1',0
YLL035W,'Heat Shock 30 minutes hs-1',0
YLL035W,'Heat Shock 40 minutes hs-1',0
YLL035W,'Nitrogen Depletion 1 h',0
YLL035W,'Nitrogen Depletion 30 min.',0
YLL035W,'YPD 1 d ypd-2',0
YLL035W,'YPD 10 h ypd-2',0
YLL035W,'YPD 12 h ypd-2',0
YLL035W,'YPD 2 d ypd-2',0
YLL035W,'YPD 3 d ypd-2',0
YLL035W,'YPD 5 d ypd-2',0
YLL035W,'YPD 6 h ypd-2',0
YLL035W,'YPD 8 h ypd-2',0
YLL035W,'YPD stationary phase 1 d ypd-1',0
YLL035W,'YPD stationary phase 12 h ypd-1',0
YLL035W,'YPD stationary phase 2 d ypd-1',0
YLL035W,'YPD stationary phase 22 d ypd-1',0
YLL035W,'YPD stationary phase 28 d ypd-1',0
YLL035W,'YPD stationary phase 3 d ypd-1',0
YLL035W,'YPD stationary phase 5 d ypd-1',0
YLL035W,'YPD stationary phase 7 d ypd-1',0
YLL035W,'aa starv 0.5 h',0
YLL035W,'constant 0.32 mM H2O2 (10 min) redo',0
YLL035W,'constant 0.32 mM H2O2 (20 min) redo',0
YLL035W,'constant 0.32 mM H2O2 (30 min) redo',0
YLL035W,'heat shock 17 to 37, 20 minutes',0
YLL035W,'heat shock 21 to 37, 20 minutes',0
YLL035W,'heat shock 25 to 37, 20 minutes',0
YLL035W,'heat shock 29 to 37, 20 minutes',0
YLL035W,'heat shock 33 to 37, 20 minutes',0
YLL036C,'1 mM Menadione (120 min)redo',0
YLL036C,'YPD 1 d ypd-2',0
YLL036C,'YPD 10 h ypd-2',0
YLL036C,'YPD 12 h ypd-2',0
YLL036C,'YPD 2 d ypd-2',0
YLL036C,'YPD 3 d ypd-2',0
YLL036C,'YPD 6 h ypd-2',0
YLL036C,'YPD stationary phase 22 d ypd-1',0
YLL036C,'YPD stationary phase 28 d ypd-1',0
YLL036C,'YPD stationary phase 5 d ypd-1',0
YLL036C,'YPD stationary phase 7 d ypd-1',0
YLL036C,'constant 0.32 mM H2O2 (20 min) redo',0
YLL038C,'1 mM Menadione (120 min)redo',0
YLL038C,'1 mM Menadione (80 min) redo',0
YLL038C,'37C to 25C shock - 15 min',0
YLL038C,'37C to 25C shock - 30 min',0
YLL038C,'37C to 25C shock - 45 min',0
YLL038C,'37C to 25C shock - 60 min',0
YLL038C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLL038C,'Msn4 overexpression',1
YLL039C,'1 mM Menadione (20 min) redo',1
YLL039C,'1 mM Menadione (30 min) redo',1
YLL039C,'1.5 mM diamide (10 min)',1
YLL039C,'1.5 mM diamide (20 min)',1
YLL039C,'1.5 mM diamide (30 min)',1
YLL039C,'1.5 mM diamide (40 min)',1
YLL039C,'1.5 mM diamide (50 min)',1
YLL039C,'1.5 mM diamide (60 min)',1
YLL039C,'2.5mM DTT 120 min dtt-1',1
YLL039C,'29C +1M sorbitol to 33C + *NO sorbitol - 15 minutes',1
YLL039C,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',1
YLL039C,'29C to 33C - 15 minutes',1
YLL039C,'29C to 33C - 5 minutes',1
YLL039C,'DBY7286 37degree heat - 20 min',1
YLL039C,'DBYmsn2-4- 37degree heat - 20 min',1
YLL039C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',1
YLL039C,'DBYmsn2/4 (real strain) + 37degrees (20 min)',1
YLL039C,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YLL039C,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YLL039C,'DBYyap1- 37degree heat - 20 min (redo)',1
YLL039C,'Heat Shock 000 minutes hs-2',0
YLL039C,'Heat Shock 015 minutes hs-2',1
YLL039C,'Heat Shock 05 minutes hs-1',1
YLL039C,'Heat Shock 060 minutes hs-2',0
YLL039C,'Heat Shock 10 minutes hs-1',1
YLL039C,'Heat Shock 15 minutes hs-1',1
YLL039C,'Heat Shock 20 minutes hs-1',1
YLL039C,'Heat Shock 30 minutes hs-1',1
YLL039C,'Heat Shock 40 minutes hs-1',1
YLL039C,'Heat Shock 60 minutes hs-1',1
YLL039C,'Heat Shock 80 minutes hs-1',1
YLL039C,'Nitrogen Depletion 1 d',1
YLL039C,'Nitrogen Depletion 3 d',1
YLL039C,'Nitrogen Depletion 5 d',1
YLL039C,'YP ethanol vs reference pool car-2',1
YLL039C,'YP glucose vs reference pool car-2',0
YLL039C,'dtt 000 min dtt-2',0
YLL039C,'dtt 015 min dtt-2',0
YLL039C,'dtt 120 min dtt-2',1
YLL039C,'dtt 240 min dtt-2',1
YLL039C,'heat shock 17 to 37, 20 minutes',1
YLL039C,'heat shock 21 to 37, 20 minutes',1
YLL039C,'heat shock 25 to 37, 20 minutes',1
YLL039C,'heat shock 29 to 37, 20 minutes',1
YLL039C,'heat shock 33 to 37, 20 minutes',1
YLL039C,'steady state 36 dec C ct-2 (repeat hyb)',1
YLL041C,'1 mM Menadione (105 min) redo',1
YLL041C,'1 mM Menadione (120 min)redo',1
YLL041C,'1 mM Menadione (80 min) redo',1
YLL041C,'1.5 mM diamide (10 min)',1
YLL041C,'2.5mM DTT 005 min dtt-1',0
YLL041C,'29C +1M sorbitol to 33C + *NO sorbitol - 30 minutes',0
YLL041C,'29C to 33C - 5 minutes',1
YLL041C,'37C to 25C shock - 30 min',0
YLL041C,'Heat Shock 000 minutes hs-2',0
YLL041C,'Heat Shock 05 minutes hs-1',1
YLL041C,'Heat Shock 10 minutes hs-1',1
YLL041C,'Heat Shock 15 minutes hs-1',1
YLL041C,'Heat Shock 20 minutes hs-1',1
YLL041C,'Heat Shock 30 minutes hs-1',1
YLL041C,'Heat Shock 40 minutes hs-1',1
YLL041C,'Hypo-osmotic shock - 30 min',0
YLL041C,'Nitrogen Depletion 1 d',1
YLL041C,'Nitrogen Depletion 12 h',1
YLL041C,'Nitrogen Depletion 2 d',1
YLL041C,'Nitrogen Depletion 3 d',1
YLL041C,'Nitrogen Depletion 5 d',1
YLL041C,'Nitrogen Depletion 8 h',1
YLL041C,'YP ethanol vs reference pool car-2',1
YLL041C,'YP fructose vs reference pool car-2',0
YLL041C,'YP glucose vs reference pool car-2',0
YLL041C,'YP mannose vs reference pool car-2',0
YLL041C,'YP raffinose vs reference pool car-2',1
YLL041C,'YP sucrose vs reference pool car-2',0
YLL041C,'YPD 1 d ypd-2',1
YLL041C,'YPD 10 h ypd-2',1
YLL041C,'YPD 12 h ypd-2',1
YLL041C,'YPD 2 d ypd-2',1
YLL041C,'YPD 3 d ypd-2',1
YLL041C,'YPD 4 h ypd-2',1
YLL041C,'YPD 5 d ypd-2',1
YLL041C,'YPD 6 h ypd-2',1
YLL041C,'YPD 8 h ypd-2',1
YLL041C,'YPD stationary phase 1 d ypd-1',1
YLL041C,'YPD stationary phase 12 h ypd-1',1
YLL041C,'YPD stationary phase 13 d ypd-1',1
YLL041C,'YPD stationary phase 2 d ypd-1',1
YLL041C,'YPD stationary phase 22 d ypd-1',1
YLL041C,'YPD stationary phase 28 d ypd-1',1
YLL041C,'YPD stationary phase 3 d ypd-1',1
YLL041C,'YPD stationary phase 5 d ypd-1',1
YLL041C,'YPD stationary phase 7 d ypd-1',1
YLL041C,'YPD stationary phase 8 h ypd-1',1
YLL041C,'diauxic shift timecourse 15.5 h',1
YLL041C,'diauxic shift timecourse 18.5 h',1
YLL041C,'diauxic shift timecourse 20.5 h',1
YLL041C,'dtt 240 min dtt-2',1
YLL041C,'ethanol vs. reference pool car-1',1
YLL041C,'glucose vs. reference pool car-1',0
YLL041C,'heat shock 17 to 37, 20 minutes',1
YLL041C,'heat shock 21 to 37, 20 minutes',1
YLL041C,'heat shock 25 to 37, 20 minutes',1
YLL041C,'heat shock 29 to 37, 20 minutes',1
YLL041C,'heat shock 33 to 37, 20 minutes',1
YLL041C,'mannose vs. reference pool car-1',0
YLL041C,'sucrose vs. reference pool car-1',0
YLL044W,'1.5 mM diamide (30 min)',0
YLL044W,'1.5 mM diamide (40 min)',0
YLL044W,'1M sorbitol - 15 min',0
YLL044W,'2.5mM DTT 120 min dtt-1',0
YLL044W,'2.5mM DTT 180 min dtt-1',0
YLL044W,'37C to 25C shock - 60 min',1
YLL044W,'37C to 25C shock - 90 min',1
YLL044W,'DBY7286 37degree heat - 20 min',0
YLL044W,'DBYmsn2-4- 37degree heat - 20 min',0
YLL044W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLL044W,'DBYyap1 + 37degree heat (repeat)',0
YLL044W,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YLL044W,'DBYyap1- 37degree heat - 20 min (redo)',0
YLL044W,'Heat Shock 015 minutes hs-2',0
YLL044W,'Heat Shock 030inutes hs-2',0
YLL044W,'Heat Shock 15 minutes hs-1',0
YLL044W,'Heat Shock 20 minutes hs-1',0
YLL044W,'Heat Shock 30 minutes hs-1',0
YLL044W,'Heat Shock 40 minutes hs-1',0
YLL044W,'Nitrogen Depletion 1 d',0
YLL044W,'Nitrogen Depletion 1 h',0
YLL044W,'Nitrogen Depletion 12 h',0
YLL044W,'Nitrogen Depletion 2 d',0
YLL044W,'Nitrogen Depletion 2 h',0
YLL044W,'Nitrogen Depletion 3 d',0
YLL044W,'Nitrogen Depletion 30 min.',0
YLL044W,'Nitrogen Depletion 5 d',0
YLL044W,'Nitrogen Depletion 8 h',0
YLL044W,'YPD 1 d ypd-2',0
YLL044W,'YPD 10 h ypd-2',0
YLL044W,'YPD 12 h ypd-2',0
YLL044W,'YPD 2 d ypd-2',0
YLL044W,'YPD 3 d ypd-2',0
YLL044W,'YPD 5 d ypd-2',0
YLL044W,'YPD 6 h ypd-2',0
YLL044W,'YPD 8 h ypd-2',0
YLL044W,'YPD stationary phase 1 d ypd-1',0
YLL044W,'YPD stationary phase 12 h ypd-1',0
YLL044W,'YPD stationary phase 2 d ypd-1',0
YLL044W,'YPD stationary phase 22 d ypd-1',0
YLL044W,'YPD stationary phase 28 d ypd-1',0
YLL044W,'YPD stationary phase 3 d ypd-1',0
YLL044W,'YPD stationary phase 5 d ypd-1',0
YLL044W,'YPD stationary phase 7 d ypd-1',0
YLL044W,'aa starv 0.5 h',0
YLL044W,'aa starv 1 h',0
YLL044W,'constant 0.32 mM H2O2 (30 min) redo',0
YLL044W,'diauxic shift timecourse 18.5 h',0
YLL044W,'diauxic shift timecourse 20.5 h',0
YLL044W,'dtt 240 min dtt-2',0
YLL044W,'heat shock 17 to 37, 20 minutes',0
YLL044W,'heat shock 21 to 37, 20 minutes',0
YLL044W,'heat shock 25 to 37, 20 minutes',0
YLL044W,'heat shock 29 to 37, 20 minutes',0
YLL045C,'1.5 mM diamide (40 min)',0
YLL045C,'1M sorbitol - 15 min',0
YLL045C,'2.5mM DTT 120 min dtt-1',0
YLL045C,'2.5mM DTT 180 min dtt-1',0
YLL045C,'37C to 25C shock - 30 min',1
YLL045C,'37C to 25C shock - 60 min',1
YLL045C,'37C to 25C shock - 90 min',1
YLL045C,'DBY7286 37degree heat - 20 min',0
YLL045C,'DBYmsn2-4- 37degree heat - 20 min',0
YLL045C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLL045C,'DBYyap1 + 37degree heat (repeat)',0
YLL045C,'DBYyap1- 37degree heat - 20 min (redo)',0
YLL045C,'Heat Shock 000 minutes hs-2',1
YLL045C,'Heat Shock 030inutes hs-2',0
YLL045C,'Heat Shock 10 minutes hs-1',0
YLL045C,'Heat Shock 15 minutes hs-1',0
YLL045C,'Heat Shock 20 minutes hs-1',0
YLL045C,'Heat Shock 30 minutes hs-1',0
YLL045C,'Heat Shock 40 minutes hs-1',0
YLL045C,'Nitrogen Depletion 1 d',0
YLL045C,'Nitrogen Depletion 1 h',0
YLL045C,'Nitrogen Depletion 12 h',0
YLL045C,'Nitrogen Depletion 2 d',0
YLL045C,'Nitrogen Depletion 3 d',0
YLL045C,'Nitrogen Depletion 30 min.',0
YLL045C,'Nitrogen Depletion 5 d',0
YLL045C,'Nitrogen Depletion 8 h',0
YLL045C,'YPD 10 h ypd-2',0
YLL045C,'YPD 12 h ypd-2',0
YLL045C,'YPD 2 d ypd-2',0
YLL045C,'YPD 3 d ypd-2',0
YLL045C,'YPD 5 d ypd-2',0
YLL045C,'YPD 6 h ypd-2',0
YLL045C,'YPD 8 h ypd-2',0
YLL045C,'YPD stationary phase 1 d ypd-1',0
YLL045C,'YPD stationary phase 12 h ypd-1',0
YLL045C,'YPD stationary phase 13 d ypd-1',0
YLL045C,'YPD stationary phase 2 d ypd-1',0
YLL045C,'YPD stationary phase 22 d ypd-1',0
YLL045C,'YPD stationary phase 28 d ypd-1',0
YLL045C,'YPD stationary phase 3 d ypd-1',0
YLL045C,'YPD stationary phase 5 d ypd-1',0
YLL045C,'YPD stationary phase 7 d ypd-1',0
YLL045C,'aa starv 0.5 h',0
YLL045C,'constant 0.32 mM H2O2 (20 min) redo',0
YLL045C,'constant 0.32 mM H2O2 (30 min) redo',0
YLL045C,'diauxic shift timecourse 18.5 h',0
YLL045C,'diauxic shift timecourse 20.5 h',0
YLL045C,'dtt 000 min dtt-2',1
YLL045C,'dtt 240 min dtt-2',0
YLL045C,'heat shock 17 to 37, 20 minutes',0
YLL045C,'heat shock 21 to 37, 20 minutes',0
YLL045C,'heat shock 25 to 37, 20 minutes',0
YLL045C,'heat shock 29 to 37, 20 minutes',0
YLL050C,'YPD 2 d ypd-2',0
YLL050C,'YPD 5 d ypd-2',0
YLL050C,'YPD stationary phase 13 d ypd-1',0
YLL050C,'constant 0.32 mM H2O2 (40 min) rescan',1
YLL050C,'heat shock 17 to 37, 20 minutes',1
YLL055W,'1 mM Menadione (30 min) redo',1
YLL055W,'29C +1M sorbitol to 33C + *NO sorbitol - 5 minutes',1
YLL055W,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YLL055W,'DBYmsn2-4- 37degree heat - 20 min',1
YLL055W,'Heat Shock 05 minutes hs-1',1
YLL055W,'Hypo-osmotic shock - 5 min',1
YLL055W,'Nitrogen Depletion 1 d',1
YLL055W,'Nitrogen Depletion 1 h',1
YLL055W,'Nitrogen Depletion 12 h',1
YLL055W,'Nitrogen Depletion 2 d',1
YLL055W,'Nitrogen Depletion 2 h',1
YLL055W,'Nitrogen Depletion 3 d',1
YLL055W,'Nitrogen Depletion 30 min.',1
YLL055W,'Nitrogen Depletion 5 d',1
YLL055W,'Nitrogen Depletion 8 h',1
YLL055W,'YP ethanol vs reference pool car-2',1
YLL055W,'YP galactose vs reference pool car-2',1
YLL055W,'YPD 2 d ypd-2',1
YLL055W,'YPD 6 h ypd-2',1
YLL055W,'YPD 8 h ypd-2',1
YLL055W,'YPD stationary phase 1 d ypd-1',1
YLL055W,'YPD stationary phase 12 h ypd-1',1
YLL055W,'YPD stationary phase 2 d ypd-1',1
YLL055W,'YPD stationary phase 3 d ypd-1',1
YLL055W,'aa starv 0.5 h',1
YLL055W,'aa starv 1 h',1
YLL055W,'aa starv 2 h',1
YLL055W,'constant 0.32 mM H2O2 (10 min) redo',1
YLL055W,'constant 0.32 mM H2O2 (20 min) redo',1
YLL055W,'constant 0.32 mM H2O2 (30 min) redo',1
YLL055W,'constant 0.32 mM H2O2 (40 min) rescan',1
YLL055W,'ethanol vs. reference pool car-1',1
YLL058W,'2.5mM DTT 005 min dtt-1',0
YLL058W,'Heat Shock 40 minutes hs-1',1
YLL058W,'constant 0.32 mM H2O2 (20 min) redo',1
YLL058W,'constant 0.32 mM H2O2 (30 min) redo',1
YLL060C,'1.5 mM diamide (10 min)',1
YLL060C,'1.5 mM diamide (20 min)',1
YLL060C,'1.5 mM diamide (30 min)',1
YLL060C,'1.5 mM diamide (40 min)',1
YLL060C,'1.5 mM diamide (5 min)',1
YLL060C,'1.5 mM diamide (50 min)',1
YLL060C,'1.5 mM diamide (60 min)',1
YLL060C,'1.5 mM diamide (90 min)',1
YLL060C,'29C +1M sorbitol to 33C + *NO sorbitol - 5 minutes',0
YLL060C,'37C to 25C shock - 45 min',0
YLL060C,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YLL060C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',1
YLL060C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',1
YLL060C,'Hypo-osmotic shock - 30 min',0
YLL060C,'Hypo-osmotic shock - 60 min',0
YLL060C,'Nitrogen Depletion 1 d',1
YLL060C,'Nitrogen Depletion 12 h',1
YLL060C,'Nitrogen Depletion 2 d',1
YLL060C,'Nitrogen Depletion 3 d',1
YLL060C,'Nitrogen Depletion 5 d',1
YLL060C,'YAP1 overexpression',1
YLL060C,'YPD 1 d ypd-2',1
YLL060C,'YPD 2 d ypd-2',1
YLL060C,'YPD 3 d ypd-2',1
YLL060C,'YPD 6 h ypd-2',1
YLL060C,'YPD stationary phase 5 d ypd-1',1
YLL060C,'constant 0.32 mM H2O2 (10 min) redo',1
YLL060C,'constant 0.32 mM H2O2 (100 min) redo',1
YLL060C,'constant 0.32 mM H2O2 (120 min) redo',1
YLL060C,'constant 0.32 mM H2O2 (20 min) redo',1
YLL060C,'constant 0.32 mM H2O2 (30 min) redo',1
YLL060C,'constant 0.32 mM H2O2 (50 min) redo',1
YLL060C,'constant 0.32 mM H2O2 (60 min) redo',1
YLL060C,'constant 0.32 mM H2O2 (80 min) redo',1
YLL060C,'steady state 15 dec C ct-2',1
YLL060C,'steady-state 1M sorbitol',0
YLR001C,'Heat Shock 15 minutes hs-1',1
YLR001C,'Nitrogen Depletion 12 h',1
YLR001C,'YPD 10 h ypd-2',1
YLR001C,'YPD 2 d ypd-2',1
YLR001C,'YPD 3 d ypd-2',1
YLR001C,'YPD 5 d ypd-2',1
YLR001C,'YPD 6 h ypd-2',1
YLR001C,'YPD 8 h ypd-2',1
YLR001C,'YPD stationary phase 1 d ypd-1',1
YLR001C,'YPD stationary phase 12 h ypd-1',1
YLR001C,'YPD stationary phase 2 d ypd-1',1
YLR001C,'YPD stationary phase 22 d ypd-1',1
YLR001C,'YPD stationary phase 28 d ypd-1',1
YLR001C,'YPD stationary phase 3 d ypd-1',1
YLR001C,'YPD stationary phase 5 d ypd-1',1
YLR001C,'ethanol vs. reference pool car-1',1
YLR001C,'heat shock 17 to 37, 20 minutes',1
YLR001C,'heat shock 21 to 37, 20 minutes',1
YLR001C,'heat shock 25 to 37, 20 minutes',1
YLR002C,'1.5 mM diamide (10 min)',0
YLR002C,'1.5 mM diamide (20 min)',0
YLR002C,'1.5 mM diamide (30 min)',0
YLR002C,'1.5 mM diamide (50 min)',0
YLR002C,'1M sorbitol - 15 min',0
YLR002C,'2.5mM DTT 120 min dtt-1',0
YLR002C,'2.5mM DTT 180 min dtt-1',0
YLR002C,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',0
YLR002C,'29C to 33C - 15 minutes',0
YLR002C,'29C to 33C - 5 minutes',0
YLR002C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YLR002C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YLR002C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLR002C,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YLR002C,'DBYyap1- 37degree heat - 20 min (redo)',0
YLR002C,'Heat Shock 015 minutes hs-2',0
YLR002C,'Heat Shock 05 minutes hs-1',0
YLR002C,'Heat Shock 10 minutes hs-1',0
YLR002C,'Heat Shock 15 minutes hs-1',0
YLR002C,'Heat Shock 20 minutes hs-1',0
YLR002C,'Heat Shock 30 minutes hs-1',0
YLR002C,'Heat Shock 40 minutes hs-1',0
YLR002C,'Nitrogen Depletion 1 h',0
YLR002C,'Nitrogen Depletion 30 min.',0
YLR002C,'Nitrogen Depletion 8 h',0
YLR002C,'YPD 1 d ypd-2',0
YLR002C,'YPD 10 h ypd-2',0
YLR002C,'YPD 12 h ypd-2',0
YLR002C,'YPD 3 d ypd-2',0
YLR002C,'YPD 5 d ypd-2',0
YLR002C,'YPD 6 h ypd-2',0
YLR002C,'YPD 8 h ypd-2',0
YLR002C,'YPD stationary phase 1 d ypd-1',0
YLR002C,'YPD stationary phase 12 h ypd-1',0
YLR002C,'YPD stationary phase 13 d ypd-1',0
YLR002C,'YPD stationary phase 2 d ypd-1',0
YLR002C,'YPD stationary phase 22 d ypd-1',0
YLR002C,'YPD stationary phase 28 d ypd-1',0
YLR002C,'YPD stationary phase 3 d ypd-1',0
YLR002C,'YPD stationary phase 5 d ypd-1',0
YLR002C,'YPD stationary phase 7 d ypd-1',0
YLR002C,'aa starv 0.5 h',0
YLR002C,'constant 0.32 mM H2O2 (10 min) redo',0
YLR002C,'constant 0.32 mM H2O2 (20 min) redo',0
YLR002C,'constant 0.32 mM H2O2 (30 min) redo',0
YLR002C,'constant 0.32 mM H2O2 (40 min) rescan',0
YLR002C,'diauxic shift timecourse 20.5 h',0
YLR002C,'heat shock 17 to 37, 20 minutes',0
YLR002C,'heat shock 21 to 37, 20 minutes',0
YLR002C,'heat shock 25 to 37, 20 minutes',0
YLR002C,'heat shock 29 to 37, 20 minutes',0
YLR003C,'1.5 mM diamide (10 min)',0
YLR003C,'1.5 mM diamide (20 min)',0
YLR003C,'1.5 mM diamide (30 min)',0
YLR003C,'1.5 mM diamide (40 min)',0
YLR003C,'1M sorbitol - 15 min',0
YLR003C,'2.5mM DTT 120 min dtt-1',0
YLR003C,'29C to 33C - 15 minutes',0
YLR003C,'29C to 33C - 5 minutes',0
YLR003C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YLR003C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YLR003C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLR003C,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YLR003C,'Heat Shock 015 minutes hs-2',0
YLR003C,'Heat Shock 030inutes hs-2',0
YLR003C,'Heat Shock 05 minutes hs-1',0
YLR003C,'Heat Shock 10 minutes hs-1',0
YLR003C,'Heat Shock 15 minutes hs-1',0
YLR003C,'Heat Shock 20 minutes hs-1',0
YLR003C,'Heat Shock 30 minutes hs-1',0
YLR003C,'Nitrogen Depletion 1 h',0
YLR003C,'Nitrogen Depletion 30 min.',0
YLR003C,'YPD 1 d ypd-2',0
YLR003C,'YPD 10 h ypd-2',0
YLR003C,'YPD 12 h ypd-2',0
YLR003C,'YPD 2 d ypd-2',0
YLR003C,'YPD 3 d ypd-2',0
YLR003C,'YPD 5 d ypd-2',0
YLR003C,'YPD 6 h ypd-2',0
YLR003C,'YPD 8 h ypd-2',0
YLR003C,'YPD stationary phase 1 d ypd-1',0
YLR003C,'YPD stationary phase 12 h ypd-1',0
YLR003C,'YPD stationary phase 13 d ypd-1',0
YLR003C,'YPD stationary phase 2 d ypd-1',0
YLR003C,'YPD stationary phase 22 d ypd-1',0
YLR003C,'YPD stationary phase 28 d ypd-1',0
YLR003C,'YPD stationary phase 3 d ypd-1',0
YLR003C,'YPD stationary phase 5 d ypd-1',0
YLR003C,'YPD stationary phase 7 d ypd-1',0
YLR003C,'YPD stationary phase 8 h ypd-1',0
YLR003C,'constant 0.32 mM H2O2 (20 min) redo',0
YLR003C,'constant 0.32 mM H2O2 (30 min) redo',0
YLR003C,'diauxic shift timecourse 20.5 h',0
YLR003C,'dtt 240 min dtt-2',0
YLR003C,'ethanol vs. reference pool car-1',0
YLR003C,'heat shock 17 to 37, 20 minutes',0
YLR003C,'heat shock 21 to 37, 20 minutes',0
YLR003C,'heat shock 25 to 37, 20 minutes',0
YLR003C,'heat shock 29 to 37, 20 minutes',0
YLR003C,'heat shock 33 to 37, 20 minutes',0
YLR009W,'1.5 mM diamide (10 min)',0
YLR009W,'1.5 mM diamide (20 min)',0
YLR009W,'1.5 mM diamide (30 min)',0
YLR009W,'1.5 mM diamide (40 min)',0
YLR009W,'1M sorbitol - 15 min',0
YLR009W,'2.5mM DTT 060 min dtt-1',0
YLR009W,'2.5mM DTT 090 min dtt-1',0
YLR009W,'2.5mM DTT 180 min dtt-1',0
YLR009W,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',0
YLR009W,'29C to 33C - 15 minutes',0
YLR009W,'29C to 33C - 5 minutes',0
YLR009W,'37C to 25C shock - 30 min',1
YLR009W,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YLR009W,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YLR009W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YLR009W,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YLR009W,'Heat Shock 015 minutes hs-2',0
YLR009W,'Heat Shock 030inutes hs-2',0
YLR009W,'Heat Shock 05 minutes hs-1',0
