@relation CommodityTendencyPrediction

@attribute commIm01 numeric
@attribute commEx01 numeric
@attribute commIm02 numeric
@attribute commEx02 numeric
@attribute commIm03 numeric
@attribute commEx03 numeric
@attribute commIm04 numeric
@attribute commEx04 numeric
@attribute commIm05 numeric
@attribute commEx05 numeric
@attribute commIm06 numeric
@attribute commEx06 numeric
@attribute commIm07 numeric
@attribute commEx07 numeric
@attribute commIm08 numeric
@attribute commEx08 numeric
@attribute commIm09 numeric
@attribute commEx09 numeric
@attribute commIm10 numeric
@attribute commEx10 numeric
@attribute commIm11 numeric
@attribute commEx11 numeric
@attribute commIm12 numeric
@attribute commEx12 numeric
@attribute commIm13 numeric
@attribute commEx13 numeric
@attribute commIm14 numeric
@attribute commEx14 numeric
@attribute commIm15 numeric
@attribute commEx15 numeric
@attribute commIm16 numeric
@attribute commEx16 numeric
@attribute commIm17 numeric
@attribute commEx17 numeric
@attribute commIm18 numeric
@attribute commEx18 numeric
@attribute commIm19 numeric
@attribute commEx19 numeric
@attribute commIm20 numeric
@attribute commEx20 numeric
@attribute commIm21 numeric
@attribute commEx21 numeric
@attribute commIm22 numeric
@attribute commEx22 numeric
@attribute commIm23 numeric
@attribute commEx23 numeric
@attribute commIm24 numeric
@attribute commEx24 numeric
@attribute commIm25 numeric
@attribute commEx25 numeric
@attribute commIm26 numeric
@attribute commEx26 numeric
@attribute commIm27 numeric
@attribute commEx27 numeric
@attribute commIm28 numeric
@attribute commEx28 numeric
@attribute commIm29 numeric
@attribute commEx29 numeric
@attribute commIm30 numeric
@attribute commEx30 numeric
@attribute commIm31 numeric
@attribute commEx31 numeric
@attribute commIm32 numeric
@attribute commEx32 numeric
@attribute commIm33 numeric
@attribute commEx33 numeric
@attribute commIm34 numeric
@attribute commEx34 numeric
@attribute commIm35 numeric
@attribute commEx35 numeric
@attribute commIm36 numeric
@attribute commEx36 numeric
@attribute commIm37 numeric
@attribute commEx37 numeric
@attribute commIm38 numeric
@attribute commEx38 numeric
@attribute commIm39 numeric
@attribute commEx39 numeric
@attribute commIm40 numeric
@attribute commEx40 numeric
@attribute commIm41 numeric
@attribute commEx41 numeric
@attribute commIm42 numeric
@attribute commEx42 numeric
@attribute commIm43 numeric
@attribute commEx43 numeric
@attribute commIm44 numeric
@attribute commEx44 numeric
@attribute commIm45 numeric
@attribute commEx45 numeric
@attribute commIm46 numeric
@attribute commEx46 numeric
@attribute commIm47 numeric
@attribute commEx47 numeric
@attribute commIm48 numeric
@attribute commEx48 numeric
@attribute commIm49 numeric
@attribute commEx49 numeric
@attribute commIm50 numeric
@attribute commEx50 numeric
@attribute commIm51 numeric
@attribute commEx51 numeric
@attribute commIm52 numeric
@attribute commEx52 numeric
@attribute commIm53 numeric
@attribute commEx53 numeric
@attribute commIm54 numeric
@attribute commEx54 numeric
@attribute commIm55 numeric
@attribute commEx55 numeric
@attribute commIm56 numeric
@attribute commEx56 numeric
@attribute commIm57 numeric
@attribute commEx57 numeric
@attribute commIm58 numeric
@attribute commEx58 numeric
@attribute commIm59 numeric
@attribute commEx59 numeric
@attribute commIm60 numeric
@attribute commEx60 numeric
@attribute commIm61 numeric
@attribute commEx61 numeric
@attribute commIm62 numeric
@attribute commEx62 numeric
@attribute commIm63 numeric
@attribute commEx63 numeric
@attribute commIm64 numeric
@attribute commEx64 numeric
@attribute commIm65 numeric
@attribute commEx65 numeric
@attribute commIm66 numeric
@attribute commEx66 numeric
@attribute commIm67 numeric
@attribute commEx67 numeric
@attribute commIm68 numeric
@attribute commEx68 numeric
@attribute commIm69 numeric
@attribute commEx69 numeric
@attribute commIm70 numeric
@attribute commEx70 numeric
@attribute commIm71 numeric
@attribute commEx71 numeric
@attribute commIm72 numeric
@attribute commEx72 numeric
@attribute commIm73 numeric
@attribute commEx73 numeric
@attribute commIm74 numeric
@attribute commEx74 numeric
@attribute commIm75 numeric
@attribute commEx75 numeric
@attribute commIm76 numeric
@attribute commEx76 numeric
@attribute commIm78 numeric
@attribute commEx78 numeric
@attribute commIm79 numeric
@attribute commEx79 numeric
@attribute commIm80 numeric
@attribute commEx80 numeric
@attribute commIm81 numeric
@attribute commEx81 numeric
@attribute commIm82 numeric
@attribute commEx82 numeric
@attribute commIm83 numeric
@attribute commEx83 numeric
@attribute commIm84 numeric
@attribute commEx84 numeric
@attribute commIm85 numeric
@attribute commEx85 numeric
@attribute commIm86 numeric
@attribute commEx86 numeric
@attribute commIm87 numeric
@attribute commEx87 numeric
@attribute commIm88 numeric
@attribute commEx88 numeric
@attribute commIm89 numeric
@attribute commEx89 numeric
@attribute commIm90 numeric
@attribute commEx90 numeric
@attribute commIm91 numeric
@attribute commEx91 numeric
@attribute commIm92 numeric
@attribute commEx92 numeric
@attribute commIm93 numeric
@attribute commEx93 numeric
@attribute commIm94 numeric
@attribute commEx94 numeric
@attribute commIm95 numeric
@attribute commEx95 numeric
@attribute commIm96 numeric
@attribute commEx96 numeric
@attribute commIm97 numeric
@attribute commEx97 numeric
@attribute commIm99 numeric
@attribute commEx99 numeric
@attribute tendency01 {0, 1}
@attribute tendency02 {0, 1}
@attribute tendency03 {0, 1}
@attribute tendency04 {0, 1}
@attribute tendency05 {0, 1}
@attribute tendency06 {0, 1}
@attribute tendency07 {0, 1}
@attribute tendency08 {0, 1}
@attribute tendency09 {0, 1}
@attribute tendency10 {0, 1}
@attribute tendency11 {0, 1}
@attribute tendency12 {0, 1}
@attribute tendency13 {0, 1}
@attribute tendency14 {0, 1}
@attribute tendency15 {0, 1}
@attribute tendency16 {0, 1}
@attribute tendency17 {0, 1}
@attribute tendency18 {0, 1}
@attribute tendency19 {0, 1}
@attribute tendency20 {0, 1}
@attribute tendency21 {0, 1}
@attribute tendency22 {0, 1}
@attribute tendency23 {0, 1}
@attribute tendency24 {0, 1}
@attribute tendency25 {0, 1}
@attribute tendency26 {0, 1}
@attribute tendency27 {0, 1}
@attribute tendency28 {0, 1}
@attribute tendency29 {0, 1}
@attribute tendency30 {0, 1}
@attribute tendency31 {0, 1}
@attribute tendency32 {0, 1}
@attribute tendency33 {0, 1}
@attribute tendency34 {0, 1}
@attribute tendency35 {0, 1}
@attribute tendency36 {0, 1}
@attribute tendency37 {0, 1}
@attribute tendency38 {0, 1}
@attribute tendency39 {0, 1}
@attribute tendency40 {0, 1}
@attribute tendency41 {0, 1}
@attribute tendency42 {0, 1}
@attribute tendency43 {0, 1}
@attribute tendency44 {0, 1}
@attribute tendency45 {0, 1}
@attribute tendency46 {0, 1}
@attribute tendency47 {0, 1}
@attribute tendency48 {0, 1}
@attribute tendency49 {0, 1}
@attribute tendency50 {0, 1}
@attribute tendency51 {0, 1}
@attribute tendency52 {0, 1}
@attribute tendency53 {0, 1}
@attribute tendency54 {0, 1}
@attribute tendency55 {0, 1}
@attribute tendency56 {0, 1}
@attribute tendency57 {0, 1}
@attribute tendency58 {0, 1}
@attribute tendency59 {0, 1}
@attribute tendency60 {0, 1}
@attribute tendency61 {0, 1}
@attribute tendency62 {0, 1}
@attribute tendency63 {0, 1}
@attribute tendency64 {0, 1}
@attribute tendency65 {0, 1}
@attribute tendency66 {0, 1}
@attribute tendency67 {0, 1}
@attribute tendency68 {0, 1}
@attribute tendency69 {0, 1}
@attribute tendency70 {0, 1}
@attribute tendency71 {0, 1}
@attribute tendency72 {0, 1}
@attribute tendency73 {0, 1}
@attribute tendency74 {0, 1}
@attribute tendency75 {0, 1}
@attribute tendency76 {0, 1}
@attribute tendency78 {0, 1}
@attribute tendency79 {0, 1}
@attribute tendency80 {0, 1}
@attribute tendency81 {0, 1}
@attribute tendency82 {0, 1}
@attribute tendency83 {0, 1}
@attribute tendency84 {0, 1}
@attribute tendency85 {0, 1}
@attribute tendency86 {0, 1}
@attribute tendency87 {0, 1}
@attribute tendency88 {0, 1}
@attribute tendency89 {0, 1}
@attribute tendency90 {0, 1}
@attribute tendency91 {0, 1}
@attribute tendency92 {0, 1}
@attribute tendency93 {0, 1}
@attribute tendency94 {0, 1}
@attribute tendency95 {0, 1}
@attribute tendency96 {0, 1}
@attribute tendency97 {0, 1}
@attribute tendency99 {0, 1}

@data
405632,1279673,32839694,1166000,650245,300085378,77535909,6891574,52139,30146,377243,75388,30047525,11723853,17688300,4702365,11018679,384091,345157433,23680483,9121114,451689,3851135,3758470,426599,2647468,146288,5657,117804208,28884462,1783962,24490230,17282824,2647172,2765153,398202,50270049,15412020,13524844,868132,52249863,28400983,19536770,1537817,2697123,7392813,28716682,13919292,67277132,67486912,511868,0,537666753,263925047,29362985,185823890,24471247,1473031,101251250,6273139,29321380,71178497,12671345,3012693,19117672,33583635,17023671,15919419,2114428,697297,2464860,158977,3286211,3641,30886322,17637691,88978156,28463246,25459587,696812,41979,4842541,2756666,111281,9225,0,55850983,1453328,91047,1537,62171,2704667,496382,12136,50834038,12902700,17738742,1107857,271709,0,41905,27445,17331884,33461166,397220,0,8517902,756354,9084732,1519191,4762327,406555,1046616,39573,4501117,56227,1308920,174012,66223,0,3737111,281377,8828648,385458,17857543,3255995,9936537,2979394,767408,7494,126046,54,327161,3544704,6479953,2177600,29595004,107691,13441901,2272974,1669446,1155283,113707804,30775570,60434720,5166786,6471736,2844451,29361,0,14508649,2701441,231414,0,4277753,5184,41149,1326,178414,0,5052281,228734,8154603,257253,0,0,0,0,3518329,36350,153985482,15297266,2888445,9733607,4320941,2930846,42005342,1709608,532955,14768,228826,510308,1476201,1135381,25989379,2638287,6214814,275334,3796752,573288,338091,1581419,547539,781,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
875010,6022871,94415,435551599,15717171,1182464559,16644252,130638869,10169591,40973943,2302581,56662281,489325146,376381848,628662775,710542826,138898425,826448358,949139,1892398588,8386345,72954396,53764633,482539451,44101970,295765071,2510981,22815792,2652781236,382228969,720319,112031218,220450287,77245078,18999786,6520007,23942151,83194696,19411756,96584825,16833009,133584451,151254844,30321078,83268127,948625926,25209650,273535991,553351144,763902561,1004574566,2566894451,32204092475,6329597650,1595063955,598240755,3917229842,3388499741,299063348,1972249863,718812338,9845051,408687274,701151944,131367463,323797499,147764816,67621864,68724914,89764661,4740770,23170565,222201690,28471789,780086349,610481981,1548918094,1964296107,640931973,740821384,263754615,622114952,19132508,1131469773,2572948,418208,903733904,85037365,2062181,1052578,530769,2710397,484800913,1231758,729919153,317073145,343610641,106463994,290144740,394089688,246517566,67168608,407277234,2564944440,78755216,169786127,363766930,989381171,166422521,801241153,59530718,53592689,24509089,822265814,61455464,115324947,222881456,76276267,54353606,47777371,9805326,2748294840,22998732,3880798963,125946169,1895936434,48531576,877598163,1269021,6185447,5491932,1405757,2172034,77738690,103356094,424412265,154748848,103744485,201268682,218726827,18323034482,13064268544,2805202569,3615851169,838157707,2097482094,500348634,874825908,280880646,7940728,461225112,424314434,149048815,7577294,161214395,39403282,34526579,8484185,80707269,14157040,208407637,351672738,97369777,195992400,0,0,8579485504,2026196943,110235233,26688882,775290999,2323221281,1202237295,55801932,1483165989,352711127,1871993188,570011271,49153536,70285877,6017421,8801264,2964186,2414073,154057856,237741864,60295951,100034425,109597795,145630857,725999,417442816,767000866,922159815,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0
142727335,7305602,370790626,29012373,606736447,368361391,487564797,194052034,31918990,25131839,41524649,34955749,215060171,27878067,303362015,81426108,222542230,208459151,175747874,31049858,77877197,27900361,86123699,60141706,18412258,20203508,13249434,14150335,390589967,334716735,211122242,65140059,145573893,61546028,210033623,259428327,184240347,329809349,169571597,88788404,349642064,360888159,789397391,689141501,39425532,92272269,454198694,469956855,269513594,33168370,46686416,25437872,26669000729,20533713693,647659705,267836264,3494353825,12911472911,669497620,754195422,13671349,8386920,745854265,1412782508,1059644980,1189478585,297929157,290745141,181257550,165040974,38551413,26546372,568297150,1041449327,1833466923,1965294256,3079267832,5864962948,940049375,896032613,100530248,126224973,340072117,151761810,903854,706564,368720334,201939478,1202763,967364,3753401,1401884,11244755,84313695,989206788,645756813,407425386,709320217,34864845,27314921,9686475,5572048,145927224,118601277,3264599,1941801,91500909,243139543,224735323,204856819,71670095,50579969,49845878,17445489,88193758,66546461,108958930,90017569,162621755,128211636,1431341693,1448529726,805298619,558193254,153766919,92842538,328185839,199279805,14794932,4799103,6260942,1704023,4200210,1445871,194574776,73409941,153817668,36559636,510418186,394144815,2867087616,2076002998,2128958703,1144451959,1951198988,1365795006,760543900,569259008,161434717,153186977,1068433664,581076889,52147707,36040571,39438858,191092776,558207745,569889359,74017603,85946240,684571556,622282464,245265683,297817650,0,0,0,0,19729171,16208829,3755141610,2424215705,4124291670,1292045259,284100114,327212031,6479286610,6201813381,848571937,562695431,58884093,32580858,3165575,312669,565688099,208734848,434684693,368067767,200594748,184960524,92002737,30442790,1596586733,6372943689,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0
34640074,61433754,113094748,55724761,24730714,4947925,80490411,153429224,11530042,5927451,29847181,7331583,71248875,23332400,159567892,49099881,32924430,5167672,34585970,53439946,8066206,71588754,40978401,80394933,6209050,326059,904085,80973,91270952,63888362,46430456,5171320,60582071,104548110,105205244,112425968,107818836,61880965,79796030,17490454,131886754,52028801,118585938,64397449,132270413,27501722,100418497,25671861,75422563,215818620,392934936,17142658,3809826051,1845444247,240088677,62462112,362355302,387554031,865353118,171571936,38154570,120650394,241575387,14026277,143039279,22212417,138817397,61448234,42269267,18724462,5960739,4362210,31790383,4602204,282136896,116489454,1356504861,819054475,566363898,729841874,209279121,85469974,56532558,32897777,2688402,925383,249851791,586270587,2179183,338988,1639453,137913,79502421,63192970,603676480,822737207,94111113,188397538,4536902,159197,92333883,14559383,172945510,22581259,10064827,2779762,124514380,260719182,122767080,60474209,82460502,20364490,40210376,9434314,48450759,10420791,178919427,24881548,65284387,5780107,220019335,261069328,130684798,551859909,91603269,98600766,218881088,467762817,6254597,2228144,3970214,4527241,4271061,1948144,115501246,83139300,116907659,90324335,217407552,341838432,46413433,33650627,1020483538,2472484737,976414999,955472707,154930002,108053343,4386943,2905989,355956626,536344945,5204780,2419743,52798238,12253316,25511002,5919325,15554669,4036927,146285270,43302255,281828589,165630401,0,0,0,0,181193611,284794543,3947599672,6587265117,94476740,25231743,64059057,102607426,931033624,253508399,30889542,3315344,4513928,1173676,17880038,9712567,502542671,922996361,118306502,126652803,49004874,8137322,2797379,680107,40204408,21781110,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
10338990,3267004,6913186,40685931,170616875,2271393543,208684332,58368556,28635787,7979961,4024084,5444411,25158446,114075332,106613116,518242172,9860226,937332543,213796076,993994651,81149368,76124863,32371525,53147251,9135873,9824422,2299080,7203632,258805522,58731878,3669865,214043336,61140235,16664616,6690080,397018,62847408,104305472,9305928,82572928,44804160,23990309,21461760,21416399,490956749,12494555,146435579,144034055,206022904,33064283,41645425,124461936,4147313070,6441374960,266395147,6933577,556715290,70198749,459235742,12677988,852672032,29214148,307035734,8468208,113814891,52939908,93764304,62631343,84837292,19509504,8174776,1548906,58874895,4540004,534485302,30102770,1834126528,276670638,340500755,716640796,696672328,21930991,12922699,326489515,20688602,1213213,561122183,217248637,314785,0,930155,144663816,101063473,188756,549595895,98730210,34843936,12701436,36843615,35344306,16182698,3585035,571749100,53370427,4881981,14436577,468276608,91660221,1192260546,121278726,197710191,41469225,9568548,9666027,358769372,18270494,311108835,12033991,280513611,15680545,62696876,1649438868,319722298,2624451766,7142344,254153354,292579894,2816732423,4538514,97053048,563793,513363,4987560,9621289,62313711,41972075,40505446,228172733,104344849,26468895,654958452,134183412,2772492762,117622342,589323602,233785034,291027293,5745609,12598839,2490,384094164,46306775,39472383,656490,69814464,3281867,3763739,16987144,13251108,2663384,59691716,58784142,98184560,23307068,0,0,0,0,13654185,1084665,1352674245,388003005,636474221,3815702,131353014,3063613,469310179,88039288,14621769,12942991,11283821,6548127,3773486,606606,47087693,1048541734,32036841,78014635,178351007,62068288,73716,174338,144876909,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0
15522240,3794283,85966387,39257507,31693804,1818185,33952215,65733797,5330687,506403,32891857,3609751,70435171,1946077,101228530,8355529,22470726,2358814,82249117,3066684,26128434,1847017,20061441,16891461,8003324,2467062,420074,139645,56643187,8473818,24090278,60277559,45880247,24428023,63009799,10865881,76884812,26262614,57024538,16854417,86570495,31205839,57919405,100674118,87014067,17394659,55656359,10074453,90241843,27965020,45087384,5605557,1498612026,261806807,209101674,87810141,410903119,85919453,471548179,1087976604,51053717,1327510,168268405,271379453,122377818,180264811,121856388,50799904,30252343,12594509,4097353,5037427,30315779,10653240,166601711,72957592,895247112,574439922,311528727,461908517,218068279,85684506,168926411,91051011,2332892,385421,289534351,408494741,2892449,192159,1633289,149835,155970359,21252775,341286398,577305537,69114739,115975107,6033194,305826,52709741,6805124,88820493,102394375,8383422,2753443,104714552,172754951,49922162,32283423,41609480,56542496,15082467,1333403,19274154,6186023,122582282,52939914,31343363,9269786,149979607,96217583,198552434,244864372,33536791,46102312,117373796,95092099,6473876,2646378,3625629,1748711,1452731,78067,89766092,168450600,90232082,37037820,178409995,125478286,22992630,11471264,1099068094,580269737,528463508,408903293,119019007,50874460,26908284,11556682,441253001,667933095,15976163,4978215,29347633,22795564,1617774,219891,33637833,8668184,104783430,118585217,118427984,170177286,0,0,0,0,35110110,68461520,2208077400,2061212887,56082921,10434261,53357569,67375381,370121191,385641409,14962307,6376749,6407470,2008003,0,0,387229665,1309276152,96360754,142854386,42468322,27464836,577522,420358,24739830,34013824,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
14605317,16480914,201330812,61728780,67176876,407648678,42064941,42841969,37941148,14922283,7019123,56473334,43783015,45186566,43952537,1218938028,69521430,32434222,512246168,135764706,47222575,29873153,62477144,67678114,20445636,3017069,1845064,1106579,426343271,92809152,41552248,29735541,83380533,254418073,52997794,22259042,51234905,26462134,48000900,316091336,105506736,77896178,198190462,759385096,244976413,22544935,139919781,124905155,104845914,157697211,291195373,1547948267,7087252740,3808748601,755527900,936652471,909017021,729554437,993374945,111389068,231559005,148141120,306086042,129922424,246142208,161081607,114312502,86636316,101642937,20193737,21360327,82795348,110737259,20731449,624631641,388663521,1256457655,510653451,582955818,339927819,127008145,198320515,103854818,20016156,322835,1848318,238825905,488361951,31714485,2607272,8114739,3285722,38499794,396247989,545410897,513631497,213949097,80962171,6243411,361453,18803379,192701087,255693788,49259926,22170571,9904172,216208614,84791489,169724372,24482787,53247157,28315767,33812607,24748322,35872902,20554786,88276741,23013602,60988353,10578523,239511538,111841860,342958367,141254345,81778341,49451268,416693976,17904535,21850802,5692810,5811513,8263760,13716713,2143013,124851266,163964316,294845561,48010498,161558085,97363121,862360610,7367898321,504867368,5740500725,589018413,663017359,125198296,191982244,185469291,744895712,130298094,1517369126,20629836,4389511,4396234,28619726,19959512,2978350,59885766,81533903,294496575,95367104,141850052,50545979,0,0,0,0,33952204,146079276,4130459755,3606201444,1915629880,223857420,518419490,51664239,1556179319,231394489,58065575,2290751,16077593,3967614,0,0,320515355,701142517,272854514,19729429,104643696,13062382,41141774,21348270,4193658850,17857076,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
897248,1232431,1884786,4950017,2401188,2569891,5293776,12515305,1483550,57590,486855,22232190,14231306,14728430,2818455,8277809,2710755,27618599,195884855,103588,25876636,7000884,15861158,3887303,560742,2810645,59836,247201,54638575,5679236,392217,3360424,3619039,44371316,1100823,183688,13250326,3078758,2409736,4862379,15910496,1608633,4942283,535346,3667682,2459579,62786930,458101734,9139505,72202142,9315674,208117398,314193923,32883910,38897332,5555518,22487367,397966,20900938,3629103,23791422,4621169,16136691,2755039,11893370,1316080,6397903,6276594,3121591,558532,13806727,281270,6220252,4436,47060369,657820,95652554,6453349,45164924,4231220,721348,8845951,955408,2005351,42676,2041135,4352016,37209240,42474,5212,18379,63715,6332003,0,38205332,15161216,6987320,76113807,45999,64,89760,28496,19756021,273569512,157099,66472,6784961,400350,30452224,2326494,2136457,2839073,565450,128515,2418441,179111,6990302,87478,1473236,469483,2083762,795764,4655987,10668170,8470252,6966977,9908160,3745457,627816,32031,282070,684,115022,203939,4039876,3092857,9997415,368339,6607541,3471138,697304,40514671,56378288,216691633,34298129,18281412,134920718,13071703,160229,178444507,8389157,922857,1847982,69786,1118826,116931,128300,1865,58401502,3212429,10082660,964706,6496988,225877,0,0,0,0,5293118,1745308,191141491,5024774,13581215,1417225,35231,298103,28408340,685221,553137,51192,247979,178555,212585,66255,3914262,19919257,1598377,1397666,3529724,7519398,64825,9699845,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
444508546,377305291,1073243374,2212233198,5106147812,2154317210,1774199361,916765728,126069866,122226049,242303677,275345221,1074615518,4311651953,1585747922,5485507667,435559371,168437046,1739267450,395590155,119382932,215362775,1458765803,219290929,92376947,155994957,13881163,9203439,969583126,2543317536,547036892,771560931,599662305,445560863,561003089,293685943,934793511,782867230,746004854,2033106651,1183674992,793094260,2071436996,2749735749,1514942732,416880761,2006942308,224478055,1136687628,939635103,1571588649,232412517,30001787621,7161340379,1467090116,648896588,7464092013,3867771564,8188995628,4570653254,616463411,305918642,1672501197,1862360942,2286271090,1825535651,777439758,1124643254,504180690,146660959,18662007,26548806,556973198,209353831,2530422616,1494241830,8719575633,6527458032,3171778862,2979706761,718551707,612896019,1052562937,501357822,74813792,174692226,2788552930,1143108748,156915706,336522469,66528419,8936092,547154549,611639579,4608198172,3168843527,641275413,1343846833,79672301,14486711,204239515,228837004,816086292,1065973651,108107829,54202447,899979108,792720554,687441756,634571143,477431705,291805568,181944411,73325398,226385100,155069806,375030034,281944387,189177689,343405559,3700751288,1666406093,4247002419,2404929734,750603425,374936710,1594056801,2399365834,123718174,36806956,67670889,17508619,55493595,13450615,612813831,1276154976,712880977,3065882273,1440159357,1053675078,1415313526,499513985,10493461689,5481211277,3781589491,4000090415,1416728452,1047344581,466677287,15297431,2349550308,1573282504,169197929,17712471,53808526,413378562,78433471,3797481,105201099,39315166,1016701147,681433001,1249629118,1038928374,0,0,0,0,372070966,613081678,45473865445,44089095806,2672886889,2797834832,1502429348,2777541582,5996948357,2039412574,723640827,235182223,92840142,40437844,143420398,140624520,3119101366,2644651333,1672990906,920418188,560461268,381014648,359154700,68344590,1720476774,2945716394,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
4256191,141196835,275942,21258091,9886,864153,35658326,71134,308651,290361,142314,6299,32189676,307352,7275689,1410373,73469565,315712,275496480,2604413,4962850,0,3943836,187132844,391233,52705962,0,58972,57988565,1252536,151255,0,11113480,12593841,1403231,0,7639307,0,14200095,95291,55293733,9846,543978,1532,5072701,1387078,16596512,162292,129031275,150750,408847,1072875,75607539,2885275823,40916870,75909,62079914,0,119136851,15538,33122663,0,11751894,0,24832600,20869,6476051,0,4742166,0,5776784,0,1845161,4777,33307542,5304,137580878,3221097,63475969,47464,0,1012349,8491538,0,2012,0,32103858,299867,57926,0,89422,0,336507,0,49373453,34433,8959939,8310,8398,0,29020,0,775464,90653351,323629,0,847552,0,74802812,57193,5362038,0,1798634,0,9743526,0,587115,0,15240,0,17373890,0,67455822,0,54949395,0,34172870,17548,462391,0,113529,0,699625,0,5074273,0,24503840,0,20010916,0,716640,76984563,192919615,14865804,196926898,244068,6848207,4663571,23195,0,18911179,1094280,17542,76357,1123782,54141,7718,0,13727,0,14939275,143733,19685132,0,0,0,0,0,19444823,180262689,565489476,3169673,24158699,4618147,15545235,0,89518673,123279,2823484,0,330053,0,18726208,0,50582406,93174,6389140,731591,16522855,87699,134935,0,34158374,26756411,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
