@relation substances_labels-weka.filters.unsupervised.attribute.Discretize-D-F-B2-M-1.0-R2-last-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R20-56

@attribute id numeric
@attribute chemicalFeature_0 numeric
@attribute chemicalFeature_1 numeric
@attribute chemicalFeature_2 numeric
@attribute chemicalFeature_3 numeric
@attribute chemicalFeature_4 numeric
@attribute chemicalFeature_5 numeric
@attribute chemicalFeature_6 numeric
@attribute chemicalFeature_7 numeric
@attribute chemicalFeature_8 numeric
@attribute chemicalFeature_9 numeric
@attribute chemicalFeature_10 numeric
@attribute chemicalFeature_11 numeric
@attribute chemicalFeature_12 numeric
@attribute chemicalFeature_13 numeric
@attribute chemicalFeature_14 numeric
@attribute chemicalFeature_15 numeric
@attribute chemicalFeature_16 numeric
@attribute chemicalFeature_17 numeric

@data
622361,0.022564,0.024277,0.064596,0.052371,0.055562,0.038175,0.024248,0.067269,0.123289,0.052371,0.05661,0.038469,0.21429,0.188483,0.141415,0.319448,0.378051,0.180005
34445,0.020212,0.014191,0.056025,0.051153,0.033341,0.031258,0.028585,0.07491,0.059397,0.053574,0.041677,0.046169,0.194183,0.210535,0.068695,0.222227,0.256006,0.313261
651710,0.031652,0.058828,0.075864,0.069714,0.063111,0.032474,0.032474,0.066468,0.146888,0.069714,0.064361,0.032686,0.160719,0.235089,0.160715,0.236951,0.273605,0.234573
135900,0.013705,0.123857,0.122094,0.085505,0.032474,0.007099,0.0138,0.129538,0.12245,0.113729,0.062832,0.020415,0.356169,0.319449,0.189476,0.351729,0.42667,0.106957
704430,0.042381,0.04431,0.069365,0.087942,0.060009,0.034895,0.044455,0.05495,0.069432,0.093026,0.063836,0.043489,0.519235,0.213679,0.096156,0.747371,0.39131,0.180188
701104,0.018188,0.039306,0.126494,0.117,0.040703,0.025163,0.018756,0.081636,0.131605,0.123834,0.042862,0.025323,0.335264,0.231888,0.151048,0.309095,0.257734,0.200005
625024,0.023,0.015512,0.047713,0.055558,0.046738,0.043487,0.034499,0.059861,0.047759,0.055558,0.060252,0.056622,0.242436,0.256107,0.070384,0.238645,0.260876,0.307706
696649,0.024159,0.076339,0.172415,0.078791,0.027654,0.014783,0.024277,0.080423,0.182348,0.108283,0.063749,0.019143,0.327321,0.260481,0.32648,0.471643,0.293027,0.088357
664707,0.088331,0.056161,0.018448,0.033339,0.018905,0.048804,0.117031,0.056263,0.018519,0.048704,0.081651,0.073193,0.67648,0.252434,0.088053,0.152951,0.4889,0.216877
614569,0.045469,0.047179,0.02244,0.028757,0.040621,0.098911,0.051991,0.050635,0.022528,0.028757,0.103102,0.108444,0.525012,0.207555,0.055049,0.197541,0.300017,0.350889
651012,0.005418,0.042843,0.198444,0.059204,0.017336,0.005448,0.005448,0.04526,0.83894,0.059719,0.019793,0.005454,0.198638,0.466534,0.902463,0.243825,0.538877,0.05901
657559,0.017708,0.127149,0.083061,0.129678,0.032795,0.009268,0.017866,0.127368,0.08309,0.13006,0.052639,0.018528,0.435488,0.261087,0.144811,0.455362,0.241385,0.184216
658157,0.01812,0.032356,0.061708,0.058121,0.040755,0.018454,0.018454,0.050003,0.262746,0.058382,0.050363,0.018522,0.237413,0.268935,0.301463,0.501768,0.45693,0.119457
700987,0.039486,0.025432,0.029184,0.048392,0.035919,0.06797,0.045476,0.04226,0.029298,0.060706,0.068982,0.069789,0.386675,0.309869,0.095682,0.402306,0.450007,0.18369
622094,0.01352,0.163301,0.067639,0.072996,0.032057,0.007,0.013612,0.163576,0.102219,0.100005,0.052034,0.020141,0.372729,0.500002,0.371603,0.476029,0.303035,0.236691
630883,0.04133,0.043484,0.068139,0.098239,0.077471,0.057482,0.043021,0.095511,0.068205,0.098553,0.077594,0.068034,0.23334,0.250005,0.1105,0.339136,0.42983,0.340007
716893,0.045469,0.066674,0.042678,0.117953,0.057409,0.045469,0.057156,0.102152,0.042761,0.144973,0.076097,0.062515,0.393265,0.526322,0.148939,0.547624,0.362751,0.264376
646781,0.06758,0.068718,0.026189,0.054059,0.041827,0.071451,0.069789,0.070526,0.026291,0.081436,0.107159,0.083352,0.52175,0.430778,0.119877,0.337508,0.421059,0.18369
685457,0.06758,0.114084,0.05309,0.050696,0.046849,0.040013,0.06758,0.114287,0.053295,0.145838,0.067426,0.049394,0.634151,0.657899,0.165168,0.400006,0.473689,0.172138
681769,0.024851,0.022128,0.09412,0.087148,0.032972,0.026322,0.025484,0.065344,0.132949,0.088672,0.033339,0.032868,0.1361,0.21528,0.152223,0.442806,0.243858,0.238998
639741,0.031853,0.063639,0.107792,0.084582,0.07454,0.032901,0.032901,0.063639,0.112704,0.088088,0.075476,0.033119,0.258283,0.380956,0.170856,0.296613,0.395351,0.493424
85372,0.026794,0.063224,0.093902,0.094205,0.050008,0.018701,0.027036,0.081637,0.093993,0.102131,0.055906,0.035407,0.459021,0.319333,0.108502,0.495417,0.248281,0.094209
618522,0.043487,0.114291,0.092665,0.042639,0.046161,0.02587,0.043487,0.144334,0.093024,0.120175,0.052455,0.032795,0.422769,0.442181,0.258067,0.292862,0.317246,0.142862
647055,0.06758,0.043112,0.03119,0.048392,0.037881,0.071451,0.069316,0.05715,0.031312,0.111431,0.070716,0.073694,0.655743,0.550008,0.126987,0.465761,0.481019,0.175687
176710,0.073019,0.041593,0.009691,0.029319,0.011409,0.058851,0.142875,0.041668,0.009729,0.029319,0.063931,0.088262,0.625016,0.232331,0.076193,0.181829,0.395363,0.200023
672199,0.022483,0.105888,0.056623,0.093027,0.051556,0.011917,0.022738,0.110351,0.056786,0.148767,0.05188,0.033344,0.453614,0.39063,0.253971,0.651689,0.652635,0.165145
679749,0.02668,0.057561,0.057116,0.032715,0.047627,0.0143,0.02704,0.060981,0.057171,0.103632,0.049188,0.039486,0.459776,0.400007,0.183232,0.528741,0.702385,0.107852
717234,0.046523,0.047627,0.03204,0.104975,0.042912,0.056622,0.070192,0.060006,0.032102,0.106454,0.073403,0.067812,0.352949,0.333342,0.122702,0.512827,0.62821,0.25642
717516,0.013958,0.019612,0.057818,0.046669,0.041456,0.027938,0.016134,0.04364,0.169904,0.046669,0.043274,0.033525,0.182247,0.260346,0.195068,0.391669,0.333336,0.144932
700126,0.021287,0.096596,0.061421,0.085977,0.038531,0.011247,0.021516,0.099344,0.061599,0.142864,0.049029,0.031589,0.431378,0.422686,0.176473,0.420566,0.36135,0.157902
703125,0.008958,0.024816,0.109779,0.103988,0.029073,0.015063,0.008958,0.052634,0.30561,0.103988,0.033522,0.018075,0.128208,0.58423,0.349945,0.239188,0.4841,0.117997
694564,0.012054,0.017396,0.046982,0.043661,0.021396,0.019237,0.012352,0.027177,0.136934,0.046055,0.021627,0.02294,0.118231,0.175294,0.156842,0.987097,0.28369,0.142862
694468,0.018386,0.053895,0.160398,0.130524,0.042708,0.018454,0.018386,0.085963,0.23289,0.130524,0.049847,0.022144,0.18151,0.436301,0.247574,0.335425,0.376326,0.173435
715121,0.027532,0.028907,0.059128,0.054376,0.038469,0.03001,0.028581,0.038713,0.082932,0.057791,0.03907,0.037273,0.141601,0.176045,0.095662,0.285718,0.215195,0.33334
630507,0.090937,0.052538,0.015505,0.027783,0.01128,0.050024,0.090937,0.05435,0.015565,0.052291,0.076581,0.069457,0.810816,0.30613,0.091775,0.142866,0.404268,0.200027
671167,0.057482,0.134508,0.054703,0.105509,0.038463,0.034102,0.057482,0.13606,0.054756,0.188531,0.048553,0.042563,0.515469,0.520665,0.218847,0.485442,0.350005,0.176998
687368,0.056829,0.07491,0.054114,0.0657,0.025864,0.056829,0.068976,0.07491,0.05561,0.066083,0.078953,0.057482,0.342863,0.365859,0.161852,0.157749,0.681322,0.891306
682997,0.025432,0.032438,0.09971,0.07724,0.03615,0.035723,0.026557,0.090005,0.099807,0.129216,0.047625,0.036045,0.248181,0.263572,0.161204,0.361543,0.326246,0.330514
39367,0.06174,0.057696,0.042255,0.053698,0.02822,0.05196,0.065802,0.057696,0.04611,0.055126,0.078021,0.066679,0.390251,0.418187,0.160717,0.165647,0.719516,0.946667
715321,0.048086,0.104944,0.080045,0.045458,0.05264,0.03001,0.048553,0.107532,0.086661,0.118725,0.082144,0.037745,0.408701,0.438101,0.255321,0.375005,0.377958,0.135141
709117,0.048086,0.055951,0.043395,0.108379,0.047103,0.04168,0.055569,0.065874,0.043479,0.16399,0.069778,0.051294,0.472533,0.556968,0.184618,0.593028,0.44555,0.206194
693993,0.06174,0.071796,0.06652,0.063499,0.039217,0.065802,0.065802,0.071919,0.069473,0.064819,0.093532,0.066679,0.350658,0.220005,0.074383,0.121217,0.760003,0.552385
687863,0.008222,0.012348,0.045456,0.035002,0.022287,0.015201,0.008932,0.040478,0.316813,0.035002,0.023319,0.01824,0.122565,0.256777,0.366293,0.415206,0.600383,0.11905
657025,0.027404,0.061325,0.112609,0.136711,0.076928,0.034729,0.034489,0.086211,0.112826,0.14541,0.077928,0.041673,0.276078,0.315221,0.164977,0.278792,0.257899,0.201263
715803,0.043868,0.129253,0.074115,0.046879,0.046519,0.026095,0.053106,0.130954,0.092755,0.125545,0.054331,0.033066,0.414639,0.413796,0.296972,0.314937,0.330991,0.18065
353255,0.000003,0.000002,0.000001,0.000003,0.000002,0.000011,0.000013,0.000002,0.000001,0.000003,0.000005,0.000014,0.166806,0.006585,0.003178,0.016966,0.026341,0.0143
686498,0.023821,0.037739,0.025587,0.015159,0.015681,0.011506,0.024108,0.037739,0.044104,0.017703,0.031925,0.011639,0.520006,0.857145,0.17825,0.256852,0.522227,0.559145
628018,0.029637,0.080813,0.124588,0.070635,0.065579,0.037321,0.034972,0.122952,0.128432,0.122812,0.069626,0.037601,0.16868,0.225697,0.14872,0.234326,0.298973,0.216222
690238,0.023084,0.030462,0.058114,0.056056,0.033713,0.032266,0.024008,0.072103,0.11782,0.056874,0.038967,0.032528,0.205888,0.18695,0.136262,0.183764,0.261632,0.242653
631468,0.028575,0.016277,0.004889,0.00667,0.005827,0.053774,0.042574,0.016306,0.004908,0.00667,0.033023,0.065802,0.909099,0.090918,0.031749,0.131162,0.185215,0.333365
47938,0.066679,0.083625,0.047047,0.113866,0.060552,0.04168,0.068637,0.083771,0.050816,0.147605,0.069778,0.051294,0.345801,0.306309,0.173783,0.412377,0.802472,0.206194
709924,0.035096,0.045758,0.068161,0.066095,0.082096,0.063303,0.036597,0.100005,0.068427,0.066095,0.110243,0.075961,0.288295,0.291976,0.097496,0.248623,0.348842,0.272735
618296,0.068968,0.041369,0.018519,0.042487,0.020994,0.103479,0.10003,0.041443,0.018592,0.042487,0.087562,0.114311,0.500015,0.2136,0.068753,0.189884,0.260015,0.250021
79093,0.023,0.040275,0.059731,0.084618,0.044783,0.012833,0.024108,0.045982,0.059789,0.090413,0.046161,0.035726,0.409529,0.268522,0.092699,0.371141,0.282057,0.174765
710614,0.03185,0.016277,0.009748,0.028656,0.019687,0.038974,0.040013,0.016306,0.009757,0.03072,0.041109,0.043492,0.230828,0.166682,0.031749,0.150014,0.142888,0.187517
639506,0.085717,0.048826,0.015535,0.028095,0.011323,0.052657,0.096803,0.048915,0.015596,0.052635,0.077277,0.071442,0.756763,0.272735,0.088892,0.144589,0.346952,0.180733
665629,0.067812,0.04348,0.022396,0.046789,0.037039,0.075012,0.071462,0.043559,0.022418,0.068771,0.07144,0.076932,0.349217,0.400011,0.076193,0.317471,0.265832,0.203403
671763,0.072477,0.12319,0.035793,0.056877,0.034113,0.057985,0.072477,0.123414,0.042227,0.084214,0.111122,0.072477,0.528095,0.469031,0.174849,0.170152,0.340213,0.408169
67580,0.023,0.040275,0.059731,0.084618,0.044783,0.012833,0.024108,0.045982,0.059789,0.090413,0.046161,0.035726,0.409529,0.268522,0.092699,0.371141,0.282057,0.174765
135962,0.043487,0.058222,0.060704,0.043484,0.030052,0.045463,0.045463,0.058222,0.074642,0.055254,0.087725,0.04588,0.333339,0.583337,0.181061,0.218847,0.605508,0.78182
670154,0.019057,0.0963,0.043525,0.037194,0.044256,0.01001,0.01924,0.0963,0.077671,0.07668,0.055946,0.028311,0.291344,0.446514,0.256883,0.328769,0.293238,0.349599
668884,0.041675,0.157169,0.055615,0.091637,0.044452,0.024801,0.050428,0.158896,0.076776,0.15585,0.055557,0.031504,0.487809,0.522475,0.339508,0.409095,0.433828,0.188684
703786,0.019617,0.013896,0.062318,0.0531,0.032528,0.030542,0.027411,0.074078,0.062379,0.0531,0.040414,0.044132,0.188687,0.20409,0.072073,0.218395,0.250006,0.302334
633317,0.044132,0.027282,0.024202,0.044698,0.03647,0.051556,0.052642,0.044783,0.024226,0.091693,0.053774,0.05619,0.524598,0.603781,0.10159,0.47762,0.379755,0.179117
674007,0.050864,0.029713,0.01959,0.059529,0.039141,0.062512,0.069844,0.039785,0.019667,0.06286,0.059535,0.067317,0.377059,0.381829,0.073019,0.366677,0.302641,0.228084
711222,0.023263,0.01755,0.048846,0.04492,0.03334,0.031652,0.03001,0.063548,0.090644,0.046198,0.03969,0.042115,0.43966,0.157581,0.104849,0.490201,0.232656,0.238945
704124,0.077788,0.048738,0.027398,0.033713,0.026771,0.062529,0.077788,0.048826,0.027479,0.073176,0.076927,0.076097,0.323539,0.242436,0.092066,0.315078,0.358983,0.134341
681167,0.038974,0.042743,0.035192,0.067311,0.049715,0.088244,0.06252,0.053382,0.03533,0.067311,0.091846,0.095754,0.360009,0.342867,0.08207,0.4138,0.462507,0.239447
620032,0.055573,0.056008,0.044618,0.051025,0.054719,0.056622,0.055573,0.059861,0.044661,0.09585,0.083342,0.067812,0.349405,0.316464,0.109094,0.421694,0.428576,0.152951
671807,0.018319,0.10727,0.211631,0.075911,0.043325,0.01866,0.01866,0.173369,0.211631,0.083854,0.062503,0.01873,0.212945,0.305298,0.226146,0.43503,0.291668,0.279853
656928,0.078449,0.079712,0.034986,0.064176,0.035649,0.086976,0.086976,0.079856,0.035089,0.079549,0.118659,0.088909,0.318197,0.302759,0.104618,0.18086,0.243909,0.252755
669148,0.021063,0.036235,0.031814,0.013993,0.015386,0.010214,0.021287,0.036235,0.054651,0.016882,0.028581,0.010319,0.453495,0.919541,0.182893,0.294523,0.450986,0.560004
645151,0.015878,0.012991,0.046982,0.043661,0.023814,0.02294,0.018756,0.039844,0.148005,0.044603,0.026887,0.025813,0.188486,0.175294,0.171172,0.844312,0.298626,0.136369
641379,0.043868,0.059217,0.070176,0.072049,0.089559,0.06174,0.058835,0.118586,0.070451,0.072049,0.109382,0.062512,0.326094,0.291269,0.103354,0.28572,0.434431,0.47675
704571,0.013853,0.099753,0.147961,0.111408,0.032435,0.013892,0.013853,0.11321,0.3174,0.120737,0.052344,0.016669,0.152176,0.608466,0.340861,0.229119,0.458824,0.108994
643149,0.050003,0.039857,0.01678,0.041182,0.029128,0.038499,0.05717,0.039929,0.021443,0.045073,0.074423,0.093778,0.333352,0.250013,0.049847,0.171064,0.257164,0.210537
716184,0.065802,0.042381,0.027912,0.098317,0.053642,0.066676,0.07844,0.066429,0.027939,0.105743,0.080009,0.083341,0.287509,0.301379,0.108698,0.453341,0.421694,0.328368
623082,0.046169,0.103263,0.037357,0.109952,0.040517,0.033349,0.04689,0.10345,0.037364,0.158057,0.06758,0.050016,0.404769,0.571435,0.162503,0.569626,0.371141,0.223539
639723,0.034972,0.132453,0.041499,0.042109,0.037981,0.02084,0.04226,0.132453,0.092628,0.088071,0.050082,0.026673,0.349114,0.637616,0.348085,0.400002,0.397264,0.345683
632840,0.076941,0.088609,0.02708,0.125003,0.042992,0.05771,0.098057,0.08877,0.027133,0.125003,0.090923,0.068982,0.423084,0.355272,0.158733,0.53948,0.482359,0.25975
669888,0.01924,0.163671,0.061623,0.08696,0.043254,0.010111,0.019427,0.163965,0.073078,0.132359,0.044651,0.028581,0.457949,0.461542,0.205885,0.396557,0.354336,0.213241
695164,0.041677,0.044125,0.058424,0.062179,0.060353,0.065048,0.04689,0.091607,0.05848,0.066468,0.076279,0.078955,0.244906,0.266675,0.068184,0.230777,0.300006,0.333342
626757,0.015159,0.0115,0.073301,0.06731,0.032901,0.030622,0.019427,0.062832,0.09153,0.069063,0.03907,0.031256,0.155562,0.169702,0.105857,0.222226,0.337504,0.224145
651922,0.049514,0.066271,0.075729,0.108574,0.044256,0.030622,0.051556,0.073689,0.075744,0.108574,0.072007,0.038471,0.574078,0.233835,0.129123,0.745101,0.409841,0.162608
402592,0.05174,0.03001,0.009767,0.060003,0.017276,0.063303,0.058835,0.037976,0.009786,0.06441,0.060252,0.06797,0.178601,0.153859,0.069844,0.328368,0.289483,0.277791
697192,0.04001,0.078319,0.074469,0.109183,0.05264,0.03001,0.04001,0.084215,0.074541,0.114288,0.086099,0.037745,0.535718,0.246865,0.131509,0.747575,0.392005,0.160007
627871,0.041675,0.189718,0.070214,0.091637,0.043263,0.024801,0.041675,0.190055,0.077144,0.148393,0.044452,0.031504,0.500004,0.548574,0.250723,0.398501,0.42667,0.21936
692025,0.023817,0.023958,0.051951,0.043718,0.041102,0.038967,0.030938,0.060609,0.08772,0.043718,0.049188,0.054955,0.306938,0.144007,0.101467,0.20305,0.244453,0.280381
672157,0.025012,0.062944,0.06745,0.022629,0.053853,0.013346,0.025329,0.064959,0.067648,0.090005,0.055563,0.037049,0.222229,0.281941,0.128658,0.210533,0.286963,0.082577
671355,0.045469,0.027787,0.020449,0.051142,0.036611,0.06384,0.058851,0.045462,0.020529,0.062709,0.077527,0.082364,0.451631,0.360666,0.095241,0.348495,0.325008,0.230789
635555,0.066679,0.068594,0.032165,0.065222,0.053745,0.099019,0.068203,0.070399,0.032291,0.081172,0.127826,0.121973,0.418927,0.390006,0.112503,0.333342,0.402068,0.239447
669146,0.023267,0.037457,0.03656,0.014933,0.015627,0.011247,0.023541,0.037457,0.05309,0.017548,0.03126,0.011375,0.450006,0.680854,0.163207,0.234116,0.299072,0.484854
622161,0.013703,0.019309,0.033197,0.03101,0.020837,0.021627,0.01539,0.040819,0.178363,0.032589,0.027911,0.021744,0.15247,0.332125,0.206314,0.373986,0.360237,0.197921
691778,0.012991,0.018454,0.045084,0.031782,0.03556,0.025646,0.014856,0.04124,0.184288,0.031782,0.038282,0.030774,0.211715,0.178235,0.213005,0.682694,0.290737,0.1448
624163,0.032978,0.028855,0.024344,0.040235,0.033719,0.032268,0.032978,0.038767,0.024367,0.074501,0.035305,0.033366,0.279422,0.316678,0.082543,0.388069,0.337671,0.177433
703331,0.032268,0.024546,0.060849,0.053271,0.042743,0.045465,0.033066,0.037934,0.072267,0.055869,0.048553,0.046986,0.151085,0.149821,0.083745,0.544875,0.378508,0.220191
628307,0.024102,0.025645,0.107479,0.099569,0.036847,0.024851,0.024851,0.072293,0.135058,0.105265,0.037239,0.031453,0.239366,0.236935,0.154526,0.395558,0.251409,0.295602
635956,0.02668,0.04256,0.057116,0.08639,0.039378,0.0143,0.02704,0.048199,0.057171,0.09244,0.040658,0.039486,0.6092,0.383728,0.09483,0.689193,0.300006,0.107852
687964,0.02668,0.039066,0.023632,0.016268,0.015931,0.012833,0.02704,0.039066,0.041307,0.018438,0.035305,0.013,0.478881,0.814817,0.158057,0.22603,0.454552,0.494511
99550,0.023821,0.018994,0.070176,0.103291,0.028176,0.023821,0.02587,0.032972,0.070451,0.120107,0.035723,0.024108,0.509809,0.303928,0.13506,0.654766,0.389386,0.094835
641237,0.023369,0.167276,0.160338,0.079182,0.026205,0.013958,0.023369,0.171318,0.183655,0.114554,0.077986,0.018104,0.459835,0.371797,0.458565,0.502978,0.283189,0.164612
671169,0.024703,0.130436,0.051725,0.096623,0.037569,0.013171,0.025012,0.130673,0.051775,0.140747,0.044455,0.026329,0.445658,0.470594,0.176294,0.463164,0.366978,0.178226
665887,0.043492,0.088896,0.039311,0.047398,0.039857,0.044132,0.058837,0.094345,0.039462,0.147439,0.073182,0.054067,0.71053,0.656569,0.201895,0.430114,0.430006,0.130009
672222,0.034499,0.041845,0.026317,0.018877,0.016425,0.01641,0.035105,0.041845,0.037828,0.020005,0.044132,0.016683,0.481019,0.547624,0.113153,0.163825,0.318192,0.565795
676186,0.013958,0.015629,0.051066,0.044348,0.021191,0.020496,0.015712,0.054833,0.173321,0.044348,0.02359,0.022105,0.150004,0.145998,0.200451,0.429827,0.333982,0.20856
706976,0.022105,0.022527,0.079627,0.073755,0.034831,0.033497,0.025484,0.062765,0.129095,0.077984,0.039553,0.03402,0.1828,0.205884,0.149055,0.361994,0.39764,0.213841
630706,0.010993,0.015978,0.049431,0.04134,0.029966,0.021101,0.012299,0.036039,0.226214,0.04134,0.030616,0.025321,0.248999,0.248419,0.261505,0.568002,0.387338,0.092311
22346,0.04001,0.042864,0.056148,0.062806,0.058341,0.063,0.044132,0.101787,0.056202,0.13115,0.079098,0.075772,0.384622,0.421694,0.144581,0.571434,0.479172,0.244453
682769,0.017098,0.029608,0.139585,0.093988,0.045617,0.021556,0.017098,0.065834,0.204982,0.09632,0.046515,0.025866,0.139877,0.310147,0.233738,0.525808,0.350366,0.20259
717189,0.057985,0.05715,0.038462,0.115582,0.041668,0.043492,0.057985,0.067079,0.038499,0.146968,0.0723,0.053346,0.488642,0.463421,0.171782,0.576476,0.588894,0.212774
686658,0.018874,0.025131,0.057973,0.053302,0.045203,0.040658,0.023084,0.079444,0.117705,0.053302,0.050005,0.043248,0.231255,0.169317,0.136109,0.376241,0.282357,0.240881
370284,0.056351,0.048958,0.037393,0.114432,0.037772,0.042267,0.056351,0.059886,0.037429,0.142408,0.05815,0.05196,0.477784,0.418611,0.185188,0.563223,0.542558,0.208342
710332,0.00676,0.016351,0.119928,0.108161,0.019484,0.010173,0.00676,0.033594,0.268787,0.108161,0.024848,0.017127,0.188314,0.333862,0.308547,0.460786,0.451907,0.072788
704782,0.042871,0.042782,0.031129,0.050005,0.04231,0.07844,0.073193,0.044565,0.03116,0.066855,0.075279,0.078662,0.338038,0.380962,0.073849,0.414641,0.447376,0.191188
638745,0.039235,0.075951,0.033107,0.036654,0.039624,0.021297,0.042574,0.076089,0.033237,0.113639,0.068637,0.056622,0.704923,0.548394,0.136511,0.447376,0.558447,0.139251
150771,0.013048,0.011033,0.038777,0.036249,0.019924,0.019309,0.01493,0.047502,0.189085,0.036249,0.022031,0.020413,0.140429,0.229374,0.218716,0.530704,0.379176,0.175614
672218,0.056965,0.036234,0.019494,0.052423,0.021278,0.136403,0.127289,0.036299,0.019513,0.054288,0.075122,0.136851,0.428599,0.258633,0.056785,0.175687,0.272749,0.200011
702154,0.020212,0.014191,0.056025,0.051153,0.033341,0.031258,0.028585,0.07491,0.059397,0.053574,0.041677,0.046169,0.194183,0.210535,0.068695,0.222227,0.256006,0.313261
671409,0.054807,0.034791,0.021114,0.103682,0.040002,0.069316,0.09093,0.050367,0.021134,0.103682,0.072175,0.075023,0.375009,0.338245,0.120638,0.521746,0.500007,0.307703
707824,0.046169,0.075195,0.034484,0.048314,0.040148,0.04689,0.062515,0.082808,0.034616,0.116722,0.076935,0.057156,0.594942,0.538466,0.174457,0.449444,0.389386,0.135426
693049,0.043021,0.04512,0.053675,0.044779,0.061955,0.066674,0.049196,0.06226,0.054903,0.044779,0.068974,0.066682,0.29871,0.172939,0.062993,0.191865,0.204731,0.363645
664717,0.008067,0.01367,0.077779,0.073797,0.015154,0.008177,0.008177,0.03965,0.333974,0.076684,0.015231,0.010962,0.134717,0.459331,0.38385,0.418034,0.636023,0.12603
687029,0.054563,0.03907,0.040857,0.045459,0.037039,0.055573,0.054563,0.052638,0.040857,0.120114,0.072477,0.066682,0.589047,0.500007,0.132719,0.400007,0.40218,0.151173
204985,0.016957,0.079551,0.087166,0.145505,0.056459,0.008858,0.017102,0.079607,0.087249,0.152842,0.057561,0.025218,0.475811,0.338848,0.149054,0.435902,0.273978,0.130441
625472,0.016675,0.012352,0.055705,0.050423,0.035721,0.03379,0.021989,0.067044,0.079845,0.050423,0.043112,0.034895,0.170738,0.183012,0.092343,0.236563,0.308829,0.250007
685013,0.06174,0.102746,0.067056,0.093027,0.080884,0.062512,0.06174,0.126787,0.067318,0.125351,0.102812,0.075012,0.382359,0.477784,0.128574,0.33637,0.315795,0.336849
716880,0.063507,0.044125,0.036716,0.119176,0.038323,0.047634,0.06384,0.056256,0.036787,0.142064,0.064115,0.057985,0.453495,0.461545,0.160496,0.620258,0.574718,0.227282
707847,0.027478,0.196351,0.121098,0.076926,0.035719,0.021983,0.027478,0.219413,0.121098,0.105995,0.048708,0.026601,0.382683,0.473454,0.381617,0.376625,0.417586,0.195242
113137,0.106402,0.079568,0.021114,0.030774,0.018384,0.035732,0.106402,0.081376,0.021196,0.062966,0.062515,0.053588,0.693884,0.398064,0.124613,0.15307,0.708339,0.260878
676870,0.042115,0.044452,0.050683,0.086423,0.088124,0.081982,0.047634,0.083877,0.050882,0.086423,0.09566,0.083341,0.393265,0.395069,0.102944,0.351071,0.371687,0.289165
642324,0.030309,0.214289,0.115712,0.077706,0.033339,0.018078,0.030309,0.218909,0.122022,0.115004,0.051645,0.023261,0.33929,0.456224,0.291107,0.416151,0.369322,0.193882
673914,0.043499,0.034787,0.016485,0.021169,0.009244,0.02002,0.046738,0.034787,0.023347,0.025649,0.034499,0.020428,0.509814,0.451226,0.106586,0.126283,0.333342,0.459467
690028,0.041675,0.0678,0.069654,0.057897,0.072631,0.043112,0.043112,0.0678,0.106446,0.057937,0.092864,0.043487,0.256006,0.187167,0.112967,0.210766,0.288348,0.236647
681692,0.050749,0.048462,0.031216,0.045949,0.038025,0.128227,0.098048,0.048462,0.036311,0.04839,0.095247,0.131602,0.280014,0.206618,0.053734,0.129042,0.357152,0.476931
671177,0.058835,0.129417,0.054861,0.106486,0.038598,0.034895,0.058835,0.130143,0.054967,0.177311,0.049514,0.043489,0.494955,0.504136,0.212768,0.510005,0.333339,0.180188
681748,0.055573,0.056008,0.035854,0.051025,0.046818,0.056622,0.055573,0.06712,0.035993,0.071878,0.089566,0.067812,0.41976,0.354551,0.126157,0.461544,0.530126,0.152951
625044,0.058851,0.045292,0.017858,0.043141,0.019122,0.034516,0.060635,0.045374,0.022484,0.052637,0.078345,0.068998,0.392879,0.232567,0.079368,0.135813,0.225363,0.266676
658883,0.028577,0.162308,0.119831,0.094598,0.097706,0.029417,0.029417,0.18781,0.124641,0.101454,0.108113,0.029592,0.216627,0.401749,0.216082,0.305788,0.350578,0.432752
701593,0.018358,0.034486,0.04114,0.012745,0.015027,0.008937,0.018528,0.034486,0.067051,0.01594,0.025218,0.009018,0.390006,0.810002,0.202901,0.285248,0.408701,0.603777
634634,0.045463,0.039741,0.061658,0.089746,0.059709,0.038474,0.045988,0.051434,0.061717,0.095893,0.061546,0.04763,0.428577,0.277781,0.098317,0.391759,0.299151,0.194183
651409,0.019422,0.024394,0.089688,0.076746,0.044057,0.029245,0.022604,0.068969,0.148753,0.076746,0.048918,0.035093,0.256414,0.227506,0.170355,0.37553,0.301372,0.274858
666486,0.05174,0.03001,0.019456,0.059886,0.039218,0.057482,0.070067,0.039857,0.019475,0.06304,0.060252,0.063303,0.360666,0.3889,0.069844,0.350011,0.289483,0.232157
623636,0.041404,0.023552,0.011237,0.024396,0.013621,0.040038,0.074086,0.023595,0.012672,0.028585,0.052137,0.041707,0.437535,0.15791,0.041273,0.111123,0.346179,0.203403
713707,0.03001,0.035721,0.054582,0.062689,0.074388,0.072007,0.042267,0.075006,0.054795,0.062689,0.087454,0.076931,0.30613,0.275596,0.08286,0.364492,0.432438,0.247199
653857,0.014428,0.052438,0.152127,0.129631,0.0315,0.019807,0.014783,0.073174,0.184288,0.142536,0.037388,0.019905,0.202769,0.237234,0.211818,0.651164,0.30255,0.102683
