@relation substances_labels-weka.filters.unsupervised.attribute.Discretize-D-F-B2-M-1.0-R2-last-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-19

@attribute id numeric
@attribute 786-0_1 {0,1}
@attribute A549/ATCC_1 {0,1}
@attribute ACHN_1 {0,1}
@attribute CCRF-CEM_1 {0,1}
@attribute COLO-205_1 {0,1}
@attribute EKVX_1 {0,1}
@attribute HCT-116_1 {0,1}
@attribute HCT-15_1 {0,1}
@attribute HOP-62_1 {0,1}
@attribute HT29_1 {0,1}
@attribute IGROV1_1 {0,1}
@attribute K-562_1 {0,1}
@attribute KM12_1 {0,1}
@attribute LOX-IMVI_1 {0,1}
@attribute M14_1 {0,1}
@attribute MALME-3M_1 {0,1}
@attribute MOLT-4_1 {0,1}
@attribute NCI-H23_1 {0,1}
@attribute OVCAR-3_1 {0,1}
@attribute OVCAR-4_1 {0,1}
@attribute OVCAR-5_1 {0,1}
@attribute OVCAR-8_1 {0,1}
@attribute SF-268_1 {0,1}
@attribute SF-295_1 {0,1}
@attribute SF-539_1 {0,1}
@attribute SK-MEL-28_1 {0,1}
@attribute SK-MEL-5_1 {0,1}
@attribute SK-OV-3_1 {0,1}
@attribute SN12C_1 {0,1}
@attribute SNB-19_1 {0,1}
@attribute SNB-75_1 {0,1}
@attribute SW-620_1 {0,1}
@attribute TK-10_1 {0,1}
@attribute U251_1 {0,1}
@attribute UACC-257_1 {0,1}
@attribute UACC-62_1 {0,1}
@attribute UO-31_1 {0,1}

@data
353255,1,1,1,?,?,?,0,?,1,1,?,1,1,?,1,1,1,?,?,1,?,0,1,1,?,1,1,?,?,1,?,1,?,?,?,1,0
686498,0,1,0,?,?,?,0,?,0,1,?,0,?,?,0,?,1,?,?,0,?,0,0,1,?,0,1,?,?,1,?,0,?,?,?,0,?
628018,?,0,0,?,?,?,?,?,1,?,?,1,0,?,1,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,1,?
690238,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,0,?,0,?,?,?,?
631468,?,?,?,1,1,1,?,?,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,0,1,?,1,?,1,1,1,?,?
47938,1,1,1,?,?,?,1,?,1,1,?,1,0,?,0,0,1,?,?,1,?,1,1,1,?,0,0,?,?,1,?,0,?,?,?,1,1
709924,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,0,1,?,?,1,?,1,?,1,?,1,1,?,?,1,?,1,?,?,?,1,1
618296,0,1,1,?,?,?,1,?,1,1,?,1,1,?,1,1,1,?,?,1,?,1,1,1,?,?,?,?,?,1,?,1,?,?,?,1,1
79093,0,1,?,?,?,?,1,?,0,1,?,1,1,?,1,0,?,?,?,?,?,?,0,0,?,?,1,?,?,0,?,1,?,?,?,0,?
710614,?,?,?,1,1,1,?,1,?,?,0,?,?,1,?,?,?,0,1,?,1,?,?,?,1,?,?,0,1,?,?,?,1,1,1,?,?
639506,?,?,?,1,0,1,?,1,?,?,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,1,?,1,?,1,?,1,?,?
665629,0,0,0,?,?,?,0,?,0,0,?,0,0,?,?,?,1,?,?,0,?,0,0,0,?,?,0,?,?,?,?,0,?,?,?,0,0
671763,?,?,?,?,?,?,?,?,0,1,?,1,0,?,0,0,1,?,?,?,?,0,?,0,?,0,1,?,?,0,?,?,?,?,?,0,0
67580,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,?,?,?,1,0,?,0,?,0,0,0,?,?
135962,1,1,1,?,?,?,1,?,1,0,?,1,?,?,1,1,1,?,?,?,?,1,1,0,?,0,0,?,?,1,?,1,?,?,?,1,1
670154,0,1,1,?,?,?,1,?,0,1,?,1,1,?,0,0,1,?,?,0,?,1,0,1,?,1,1,?,?,0,?,1,?,?,?,1,0
668884,?,0,0,?,?,?,1,?,1,0,?,?,0,?,0,0,0,?,?,0,?,0,0,1,?,0,0,?,?,0,?,0,?,?,?,1,1
703786,0,1,0,?,?,?,0,?,1,0,?,0,0,?,0,0,0,?,?,?,?,0,1,1,?,?,0,?,?,0,?,?,?,?,?,0,1
633317,1,1,1,?,?,?,1,?,0,1,?,1,1,?,1,?,1,?,?,?,?,1,1,1,?,1,?,?,?,1,?,1,?,?,?,1,1
674007,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,?,1,?,1,?,?,?,1,?,?,0,0,?,1,?,1,1,0,?,?
711222,?,?,?,?,0,1,?,0,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,1,1,?,1,?,1,1,0,?,?
704124,0,0,?,?,?,?,0,?,0,?,?,0,0,?,0,?,0,?,?,0,?,1,1,?,?,0,?,?,?,?,?,0,?,?,?,0,0
681167,0,?,0,?,?,?,0,?,0,?,?,1,?,?,?,0,0,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,?,?
620032,?,?,?,1,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,0,?,?,?,0,?,?
671807,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,1,0,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
656928,0,0,0,?,?,?,0,?,0,0,?,1,0,?,0,0,0,?,?,1,?,0,0,0,?,?,0,?,?,0,?,?,?,?,?,0,0
669148,1,0,1,?,?,?,1,?,1,1,?,1,1,?,0,1,1,?,?,0,?,0,1,1,?,1,1,?,?,1,?,1,?,?,?,0,1
645151,1,1,1,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
641379,?,?,?,0,1,1,?,1,?,?,0,?,?,1,?,?,?,0,1,?,0,?,?,?,0,?,?,0,0,?,0,?,1,1,0,?,?
704571,0,0,0,?,?,?,0,?,0,0,?,0,0,?,0,1,0,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,0,0
643149,?,?,?,0,1,0,?,1,?,?,?,?,?,1,?,?,?,1,0,?,0,?,?,?,0,?,?,0,0,?,0,?,0,0,0,?,?
716184,0,1,?,?,?,?,0,?,0,0,?,0,0,?,?,?,0,?,?,?,?,0,?,0,?,?,0,?,?,?,?,0,?,?,?,?,0
623082,?,0,0,?,?,?,0,?,?,1,?,?,0,?,0,0,1,?,?,?,?,?,0,?,?,0,1,?,?,?,?,?,?,?,?,0,1
639723,0,1,0,?,?,?,?,?,0,0,?,1,0,?,0,1,1,?,?,0,?,?,0,0,?,0,1,?,?,?,?,0,?,?,?,1,1
632840,?,?,?,1,0,?,?,0,?,?,0,?,?,1,?,?,?,1,0,?,?,?,?,?,1,?,?,?,0,?,0,?,?,1,0,?,?
669888,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,0,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
695164,?,?,?,0,0,0,?,0,?,?,1,?,?,0,?,?,?,?,1,?,1,?,?,?,0,?,?,?,?,?,0,?,1,1,1,?,?
626757,?,?,?,?,?,?,1,?,?,?,?,1,?,?,?,0,?,?,?,?,?,?,?,0,?,0,1,?,?,?,?,?,?,?,?,1,?
651922,0,0,?,?,?,?,0,?,?,0,?,0,0,?,1,0,0,?,?,?,?,?,0,?,?,0,0,?,?,?,?,0,?,?,?,0,?
402592,1,1,1,?,?,?,1,?,1,1,?,0,1,?,1,?,1,?,?,1,?,1,1,1,?,0,1,?,?,1,?,0,?,?,?,1,1
697192,?,?,?,1,0,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,1,0,?,0,?,0,1,1,?,?
627871,?,?,?,0,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
692025,?,?,?,0,1,0,?,0,?,?,?,?,?,0,?,?,?,1,0,?,0,?,?,?,0,?,?,0,0,?,0,?,0,0,0,?,?
672157,0,0,0,?,?,?,1,?,0,0,?,1,0,?,1,0,1,?,?,0,?,1,0,0,?,0,1,?,?,0,?,0,?,?,?,1,1
671355,?,?,?,0,1,1,?,1,?,?,1,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,1,?,1,1,1,?,?
635555,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?
669146,1,0,1,?,?,?,1,?,0,0,?,1,1,?,1,0,1,?,?,0,?,0,0,0,?,1,1,?,?,0,?,1,?,?,?,1,0
622161,?,?,?,0,0,0,?,?,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,1,?,?,1,0,?,1,?,0,0,0,?,?
691778,1,1,1,?,?,?,1,?,?,1,?,1,1,?,0,1,1,?,?,0,?,1,?,1,?,?,1,?,?,0,?,?,?,?,?,1,1
624163,?,?,?,?,1,0,?,0,?,?,0,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,0,1,?,1,?,0,1,1,?,?
703331,0,0,0,?,?,?,0,?,0,0,?,1,0,?,0,0,?,?,?,0,?,0,0,0,?,1,0,?,?,1,?,1,?,?,?,1,1
628307,0,0,0,?,?,?,0,?,?,0,?,1,0,?,0,0,0,?,?,?,?,?,0,0,?,?,0,?,?,?,?,0,?,?,?,0,0
635956,?,?,?,1,0,1,?,1,?,?,1,?,?,?,?,?,?,0,1,?,1,?,?,?,0,?,?,0,1,?,0,?,1,1,1,?,?
687964,?,?,?,1,1,1,?,1,?,?,0,?,?,1,?,?,?,1,0,?,0,?,?,?,0,?,?,0,0,?,0,?,0,1,1,?,?
99550,?,0,?,?,?,?,0,?,?,1,?,0,?,?,0,?,0,?,?,?,?,?,?,0,?,?,0,?,?,?,?,0,?,?,?,0,0
641237,?,?,?,1,1,0,?,1,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,0,1,?,1,?,0,1,1,?,?
671169,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,1,1,?,?,0,?,1,1,1,?,0,1,?,?,1,?,1,?,?,?,1,0
665887,0,0,1,?,?,?,1,?,1,1,?,0,0,?,1,0,1,?,?,?,?,0,0,1,?,1,1,?,?,1,?,0,?,?,?,0,1
672222,1,1,1,?,?,?,0,?,1,1,?,1,1,?,1,1,1,?,?,1,?,1,1,1,?,1,0,?,?,1,?,0,?,?,?,0,1
676186,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,?,1,?,?,1,?,1,1,1,?,0,1,?,?,1,?,1,?,?,?,1,?
706976,?,?,?,0,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
630706,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,1,0,?,0,?,0,0,0,?,?
22346,0,0,0,?,?,?,0,?,?,0,?,0,0,?,0,1,0,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,0,0
682769,1,1,1,?,?,?,?,?,1,1,?,1,?,?,?,1,?,?,?,1,?,1,1,?,?,?,0,?,?,1,?,0,?,?,?,?,1
717189,?,?,?,1,1,0,?,1,?,?,0,?,?,0,?,?,?,0,1,?,0,?,?,?,1,?,?,1,0,?,1,?,0,1,0,?,?
686658,?,0,0,?,?,?,?,?,1,1,?,1,0,?,1,?,1,?,?,1,?,0,1,0,?,1,1,?,?,0,?,0,?,?,?,1,1
370284,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,?,?,?,0,1,?,1,?,1,1,1,?,?
710332,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,0,1,?,?,1,?,1,1,0,?,1,1,?,?,1,?,1,?,?,?,1,1
704782,1,1,0,?,?,?,1,?,0,0,?,1,0,?,1,0,1,?,?,0,?,1,1,1,?,0,0,?,?,0,?,1,?,?,?,1,1
638745,?,?,?,1,1,?,?,0,?,?,1,?,?,?,?,?,?,1,1,?,?,?,?,?,1,?,?,1,1,?,1,?,1,1,0,?,?
150771,?,?,?,1,0,1,?,1,?,?,0,?,?,0,?,?,?,1,1,?,0,?,?,?,1,?,?,0,?,?,?,?,1,1,1,?,?
672218,0,0,0,?,?,?,0,?,0,0,?,1,0,?,0,0,0,?,?,0,?,0,0,?,?,0,?,?,?,?,?,0,?,?,?,0,0
702154,?,?,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,1,?,?,0,?,?,0,?,?,0,?,?,?
671409,?,?,?,0,1,1,?,0,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,1,1,?,1,?,1,1,0,?,?
707824,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,?,?,?,0,1,?,1,?,1,1,1,?,?
693049,0,0,0,?,?,?,0,?,1,0,?,1,1,?,0,0,1,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,0,0
664717,0,1,1,?,?,?,0,?,1,0,?,?,0,?,0,0,?,?,?,1,?,1,1,0,?,0,0,?,?,1,?,0,?,?,?,0,0
687029,1,1,1,?,?,?,1,?,1,1,?,1,0,?,1,1,0,?,?,0,?,1,0,1,?,1,0,?,?,1,?,1,?,?,?,0,1
204985,?,?,?,0,1,1,?,1,?,?,1,?,?,0,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,1,?,?,1,0,?,?
625472,?,?,?,0,1,1,?,1,?,?,0,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,0,?,1,1,?,?,?
685013,0,0,0,?,?,?,1,?,0,1,?,0,1,?,0,1,0,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,0,0
716880,0,0,0,?,?,?,0,?,0,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,0,0
707847,0,?,?,?,?,?,0,?,?,0,?,0,?,?,0,1,0,?,?,0,?,0,0,0,?,1,1,?,?,0,?,0,?,?,?,0,0
113137,?,0,?,?,?,?,0,?,0,0,?,0,0,?,?,0,0,?,?,0,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,0,0
676870,1,0,1,?,?,?,0,?,1,1,?,1,0,?,1,0,1,?,?,?,?,0,0,0,?,0,0,?,?,0,?,1,?,?,?,1,0
642324,1,1,1,?,?,?,1,?,1,0,?,1,1,?,1,1,1,?,?,0,?,1,1,1,?,0,1,?,?,1,?,1,?,?,?,1,1
673914,?,?,?,?,?,?,1,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?
690028,?,?,?,0,?,1,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?
681692,?,?,?,1,0,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,?,?,?,?,1,?,0,?,0,1,1,?,?
671177,1,1,?,?,?,?,1,?,?,1,?,?,1,?,1,1,?,?,?,?,?,1,0,1,?,1,1,?,?,0,?,1,?,?,?,1,0
681748,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,1,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
625044,?,0,0,?,?,?,0,?,?,?,?,0,0,?,0,?,0,?,?,0,?,?,?,0,?,?,1,?,?,?,?,?,?,?,?,0,0
658883,?,0,0,?,?,?,0,?,?,0,?,1,?,?,?,?,0,?,?,?,?,0,0,?,?,?,0,?,?,0,?,0,?,?,?,0,0
701593,1,1,1,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,1,?,1,1,0,?,1,1,?,?,0,?,1,?,?,?,1,1
634634,?,?,?,0,0,1,?,0,?,?,?,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,?,0,?,1,?,?,?,?,?,?
651409,0,0,1,?,?,?,0,?,0,0,?,1,0,?,1,0,?,?,?,0,?,0,1,0,?,0,0,?,?,0,?,0,?,?,?,1,1
666486,?,?,?,1,1,1,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,1,?,0,0,0,?,?
623636,0,?,?,?,?,?,?,?,?,0,?,1,?,?,0,0,1,?,?,1,?,0,1,?,?,0,0,?,?,1,?,0,?,?,?,0,1
713707,?,?,?,1,?,0,?,0,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?
653857,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,0,?,?,?,?,?,?
619195,?,?,?,1,0,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,?,?,?,?,1,?,?,0,0,?,1,?,0,1,1,?,?
703747,1,1,1,?,?,?,1,?,1,0,?,1,1,?,1,1,1,?,?,0,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
705568,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,1,?,?,?,0,?,?,0,1,?,?,?,0,1,0,?,?
382034,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,0,1,?,1,?,0,1,1,?,?
226080,1,1,1,?,?,?,0,?,1,1,?,1,0,?,0,1,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
712822,?,?,1,?,?,?,?,?,1,?,?,1,0,?,?,1,1,?,?,1,?,0,0,0,?,0,0,?,?,?,?,1,?,?,?,1,?
674694,1,1,1,?,?,?,0,?,0,1,?,0,1,?,?,1,0,?,?,1,?,0,0,1,?,0,1,?,?,1,?,0,?,?,?,1,1
716199,?,?,0,?,?,?,0,?,?,?,?,0,?,?,?,0,1,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,0,?
694947,0,0,0,?,?,?,0,?,0,0,?,0,0,?,0,1,0,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,0,0
662381,0,?,1,?,?,?,0,?,?,0,?,1,?,?,0,0,1,?,?,0,?,1,1,?,?,0,1,?,?,?,?,0,?,?,?,0,1
678054,1,?,?,?,?,?,0,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,?,?,0,?,?,0,?,?,?,?,?,1,?
655439,?,1,1,?,?,?,0,?,1,1,?,0,0,?,0,0,0,?,?,1,?,1,1,1,?,0,0,?,?,1,?,0,?,?,?,1,1
696867,1,1,?,?,?,?,1,?,?,1,?,1,1,?,1,1,1,?,?,0,?,1,0,0,?,?,1,?,?,?,?,1,?,?,?,1,0
678998,1,0,1,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,1,?,1,1,0,?,1,0,?,?,0,?,1,?,?,?,1,0
687605,?,?,?,1,0,1,?,0,?,?,?,?,?,1,?,?,?,1,0,?,0,?,?,?,0,?,?,0,0,?,?,?,0,0,0,?,?
639743,0,0,0,?,?,?,0,?,?,0,?,1,0,?,0,?,0,?,?,0,?,0,0,1,?,?,0,?,?,?,?,0,?,?,?,1,0
208733,1,0,1,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,1,?,1,1,1,?,0,1,?,?,1,?,1,?,?,?,1,1
643170,?,?,?,1,1,0,?,1,?,?,0,?,?,?,?,?,?,1,0,?,1,?,?,?,?,?,?,0,?,?,1,?,0,0,1,?,?
699080,?,?,?,1,0,0,?,0,?,?,?,?,?,0,?,?,?,1,0,?,0,?,?,?,0,?,?,0,0,?,?,?,0,1,0,?,?
720422,0,1,0,?,?,?,0,?,0,1,?,0,0,?,0,0,1,?,?,?,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,1,1
688033,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,0,?,?,?,?,0,?,?,1,?,?,?,?,?,?,1
674085,?,?,?,1,1,1,?,0,?,?,1,?,?,1,?,?,?,0,0,?,1,?,?,?,1,?,?,?,?,?,1,?,?,1,1,?,?
698093,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
675475,0,1,1,?,?,?,0,?,0,0,?,1,0,?,0,0,1,?,?,0,?,0,1,1,?,0,1,?,?,0,?,0,?,?,?,0,1
714409,0,1,1,?,?,?,1,?,1,1,?,0,1,?,0,1,0,?,?,1,?,1,1,1,?,0,0,?,?,1,?,0,?,?,?,1,1
620515,1,1,1,?,?,?,1,?,0,1,?,1,0,?,1,1,1,?,?,1,?,1,1,1,?,1,1,?,?,0,?,1,?,?,?,1,1
674564,0,0,?,?,?,?,0,?,1,0,?,0,1,?,0,0,0,?,?,?,?,0,0,1,?,0,?,?,?,0,?,0,?,?,?,0,0
639542,?,?,?,1,0,0,?,1,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,0,?,?,?,0,?,0,?,0,0,0,?,?
665317,?,?,?,0,1,0,?,0,?,?,?,?,?,1,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,1,?,0,0,1,?,?
671191,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,1,?,?,?
109444,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,1,?,?,?,?,?,1,?,?,0,1,?,?
382054,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,0,1,?,0,?,1,1,1,?,?
645164,?,?,?,1,1,1,?,1,?,?,0,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,0,1,?,0,?,0,1,1,?,?
647376,?,?,?,0,0,1,?,1,?,?,0,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,0,1,?,1,?,0,1,0,?,?
685302,?,?,?,1,0,0,?,0,?,?,1,?,?,1,?,?,?,0,0,?,0,?,?,?,1,?,?,0,0,?,1,?,0,0,0,?,?
681622,1,0,0,?,?,?,0,?,0,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,?,1,?,?,?,?,0,?,?,?,0,0
630352,1,1,1,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
699808,?,?,?,?,0,0,?,0,?,?,0,?,?,0,?,?,?,0,1,?,0,?,?,?,0,?,?,0,?,?,1,?,0,0,0,?,?
405789,?,?,?,0,?,1,?,0,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,0,?,?
627757,?,?,?,1,?,?,?,0,?,?,0,?,?,?,?,?,?,0,1,?,?,?,?,?,0,?,?,0,?,?,0,?,0,0,0,?,?
691248,?,?,?,1,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,1,?,?,?,?
682555,?,?,?,?,?,1,?,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,0,?,?
715584,?,0,0,?,?,?,1,?,?,0,?,1,0,?,?,?,1,?,?,?,?,?,1,1,?,?,1,?,?,?,?,?,?,?,?,0,1
668420,?,?,?,0,0,0,?,1,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,0,?,?,0,0,?,?,?,0,0,?,?,?
618928,0,0,0,?,?,?,0,?,1,0,?,0,0,?,0,0,0,?,?,0,?,0,1,0,?,0,0,?,?,?,?,0,?,?,?,0,0
708410,?,?,?,1,1,0,?,0,?,?,0,?,?,0,?,?,?,1,0,?,0,?,?,?,?,?,?,0,0,?,?,?,0,0,0,?,?
617399,0,0,1,?,?,?,1,?,?,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,0,0
640652,0,0,0,?,?,?,?,?,0,0,?,0,1,?,0,1,0,?,?,0,?,0,0,1,?,0,0,?,?,?,?,0,?,?,?,0,0
658294,?,?,?,0,0,?,?,?,?,?,?,?,?,0,?,?,?,1,1,?,0,?,?,?,0,?,?,0,0,?,1,?,0,0,0,?,?
201438,0,0,0,?,?,?,0,?,0,1,?,0,1,?,0,0,0,?,?,1,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,1,0
686381,0,1,0,?,?,?,0,?,0,?,?,?,0,?,0,0,0,?,?,0,?,?,0,0,?,0,0,?,?,0,?,0,?,?,?,0,1
704081,?,?,?,?,?,1,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,?,?,?,1,?,?,?,?,0,1,?,?,?
651083,1,1,0,?,?,?,1,?,1,1,?,1,1,?,0,1,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
695944,1,0,1,?,?,?,1,?,1,1,?,1,?,?,1,0,1,?,?,1,?,0,0,1,?,?,1,?,?,1,?,1,?,?,?,1,0
658943,?,?,?,0,?,1,?,0,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,0,?,?,?,0,?,0,?,0,0,0,?,?
657924,0,0,1,?,?,?,1,?,1,1,?,1,0,?,1,1,1,?,?,1,?,1,0,1,?,0,1,?,?,0,?,1,?,?,?,0,1
636098,?,?,?,?,?,?,0,?,?,0,?,0,?,?,?,?,0,?,?,?,?,0,0,?,?,?,0,?,?,0,?,1,?,?,?,0,0
710768,?,?,?,1,?,?,?,1,?,?,0,?,?,1,?,?,?,1,0,?,?,?,?,?,1,?,?,0,0,?,1,?,0,?,0,?,?
701592,?,?,?,?,0,1,?,0,?,?,1,?,?,0,?,?,?,1,0,?,0,?,?,?,0,?,?,0,?,?,1,?,0,0,?,?,?
665369,?,?,?,1,1,0,?,0,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,1,0,?,1,?,1,1,1,?,?
673154,0,0,1,?,?,?,1,?,0,0,?,0,0,?,0,1,0,?,?,0,?,1,1,0,?,0,0,?,?,1,?,0,?,?,?,0,1
696559,1,1,1,?,?,?,1,?,1,1,?,?,1,?,1,1,1,?,?,?,?,0,1,1,?,?,1,?,?,1,?,1,?,?,?,1,1
250684,?,?,?,1,0,?,?,1,?,?,0,?,?,1,?,?,?,1,0,?,0,?,?,?,0,?,?,1,0,?,0,?,?,1,0,?,?
667730,?,?,?,1,?,?,?,0,?,?,0,?,?,?,?,?,?,0,0,?,?,?,?,?,0,?,?,0,?,?,1,?,0,0,?,?,?
667851,?,?,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?
697789,0,?,1,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?
717064,0,0,1,?,?,?,0,?,0,1,?,?,1,?,1,1,0,?,?,0,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,1,1
708428,0,?,0,?,?,?,0,?,0,0,?,1,0,?,0,?,1,?,?,0,?,0,0,0,?,?,0,?,?,0,?,0,?,?,?,0,0
687321,1,1,1,?,?,?,1,?,0,1,?,0,0,?,0,?,0,?,?,1,?,1,1,1,?,0,0,?,?,0,?,1,?,?,?,1,1
687977,?,0,0,?,?,?,0,?,?,1,?,1,0,?,?,?,0,?,?,?,?,?,?,0,?,?,0,?,?,0,?,?,?,?,?,0,?
679438,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,1,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,0
